Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Total Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Total Non-permanent,Unspecified,Total Appointments
CT00-COMMODITY FUTURES TRADING COMMISSION,270,76,190,1,0,0,0,0,0,537,0,9,8,7,4,6,0,0,34,0,571
CU00-NATIONAL CREDIT UNION ADMINISTRATION,759,78,22,137,0,4,0,0,0,1000,0,4,1,5,3,0,0,0,13,0,1013
CX00-NATIONAL COMMISSION ON LIBRARIES AND INFORMATION SCIENCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,17,0,17
DB00-PUBLIC INTEREST DECLASSIFICATION BOARD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,7
DD01-OFFICE OF THE SECRETARY OF DEFENSE,880,136,36,75,0,216,204,50,0,1597,3,14,1,69,19,91,4,0,201,1,1799
DD02-ORGANIZATION OF THE JOINT CHIEFS OF STAFF,176,23,0,0,0,4,7,0,0,210,5,0,0,2,0,1,0,0,8,0,218
DD04-DEFENSE INFORMATION SYSTEMS AGENCY,4171,939,18,259,0,28,31,0,0,5446,10,6,59,0,0,4,0,0,79,0,5525
DD06-DEFENSE SECURITY COOPERATION AGENCY,368,45,11,27,0,3,5,0,0,459,3,27,8,0,0,41,0,0,79,0,538
DD07-DEFENSE LOGISTICS AGENCY,18755,4124,219,853,0,368,25,0,0,24344,136,24,92,0,0,382,0,0,634,0,24978
DD08-U.S. COURT OF APPEALS FOR THE ARMED FORCES,13,0,4,0,1,9,2,0,0,29,0,17,2,0,4,8,0,0,31,0,60
DD10-DEFENSE CONTRACT AUDIT AGENCY,3066,502,11,686,0,12,15,0,0,4292,6,0,23,0,0,1,0,0,30,0,4322
DD12-DEFENSE SECURITY SERVICE,0,0,0,0,0,707,0,0,0,707,0,0,0,0,0,14,0,0,14,0,721
DD13-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,70,5,1,0,0,1,9,1,0,87,18,0,0,0,0,57,1,0,76,0,163
DD16-DEPARTMENT OF DEFENSE EDUCATION ACTIVITY,660,103,5073,1,0,4082,5,0,0,9924,25,3843,8,0,0,1065,0,0,4941,0,14865
DD21-WASHINGTON HEADQUARTERS SERVICES,1075,159,34,13,0,5,13,0,0,1299,8,40,5,14,0,97,1,0,165,2,1466
DD23-OFFICE OF ECONOMIC ADJUSTMENT,32,3,1,0,0,0,1,0,0,37,0,0,0,0,0,0,0,0,0,0,37
DD25-DEFENSE LEGAL SERVICES AGENCY,62,6,77,0,0,15,3,0,0,163,7,82,0,1,1,4,0,0,95,0,258
DD26-OFFICE OF THE INSPECTOR GENERAL,856,110,24,507,0,18,18,0,0,1533,8,20,10,0,1,6,0,0,45,0,1578
DD27-MISSILE DEFENSE AGENCY,1023,241,42,108,0,3,18,0,0,1435,8,2,2,0,0,0,0,0,12,0,1447
DD29-DEFENSE TECHNOLOGY SECURITY ADMINISTRATION,119,11,1,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,131
DD34-DEFENSE COMMISSARY AGENCY,8809,3315,37,17,0,133,4,0,0,12315,245,612,2300,1,0,26,0,0,3184,0,15499
DD35-DEFENSE FINANCE AND ACCOUNTING SERVICE,8072,3172,45,622,0,86,25,0,0,12022,114,25,45,0,0,2,0,0,186,0,12208
DD48-DEFENSE HUMAN RESOURCES ACTIVITY,782,154,4,42,0,9,15,0,0,1006,16,2,1,0,0,11,1,0,31,0,1037
DD58-DEFENSE PRISONER OF WAR/MISSING PERSONNEL OFFICE,35,5,19,0,0,6,0,0,0,65,0,0,0,0,0,0,0,0,0,0,65
DD60-TRICARE MANAGEMENT ACTIVITY,823,167,123,27,0,9,9,0,0,1158,18,179,60,0,6,0,0,0,263,0,1421
DD61-DEFENSE THREAT REDUCTION AGENCY,977,108,47,12,0,21,12,1,0,1178,5,2,13,0,0,5,0,0,25,0,1203
DD63-DEFENSE CONTRACT MANAGEMENT AGENCY,8428,748,90,493,0,62,9,0,0,9830,114,1,11,0,0,5,0,0,131,3,9964
DD65-PENTAGON FORCE PROTECTION AGENCY,802,306,1,0,0,6,2,0,0,1117,0,1,1,0,0,0,1,0,3,0,1120
DD68-DEPARTMENT OF DEFENSE TEST RESOURCE MANAGEMENT CENTER,20,3,0,0,0,0,2,0,0,25,1,0,0,0,0,0,0,0,1,0,26
DD69-NATIONAL DEFENSE UNIVERSITY,211,43,1,2,0,6,0,0,0,263,16,6,24,0,1,231,0,0,278,0,541
DD74-DEFENSE TECHNICAL INFORMATION CENTER,250,30,1,0,0,1,1,0,0,283,0,0,0,0,0,0,0,0,0,0,283
DD77-BUSINESS TRANSFORMATION AGENCY,183,28,1,0,0,0,3,0,0,215,0,73,1,0,0,26,2,0,102,0,317
DD80-DEFENSE MEDIA ACTIVITY,456,83,3,0,0,1,2,0,0,545,3,2,0,0,0,0,0,0,5,0,550
DF00-OFFICE OF THE FEDERAL COORDINATOR FOR ALASKA NATURAL GAS TRANSPORTATION PROJECTS,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,8,0,0,9,0,10
DJ**-UNSPECIFIED,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"DJ01-OFFICES, BOARDS AND DIVISIONS",2428,418,2652,221,0,319,188,41,0,6267,224,367,242,61,16,8,5,0,923,0,7190
DJ02-FEDERAL BUREAU OF INVESTIGATION,1,0,24,2,0,32528,249,0,0,32804,0,0,95,0,1,85,5,0,186,2,32992
DJ03-BUREAU OF PRISONS/FEDERAL PRISON SYSTEM,29890,6053,268,5,0,318,78,1,0,36613,14,37,70,0,0,1,0,0,122,0,36735
DJ06-DRUG ENFORCEMENT ADMINISTRATION,7728,466,492,641,0,66,68,0,0,9461,4,16,109,0,0,0,0,0,129,1,9591
DJ07-OFFICE OF JUSTICE PROGRAMS,471,134,31,6,0,2,16,5,0,665,7,4,9,3,0,0,0,0,23,0,688
DJ08-U.S. MARSHALS SERVICE,4133,422,12,194,0,108,15,0,0,4884,0,3,8,1,9,66,0,0,87,0,4971
DJ09-EXECUTIVE OFFICE FOR U.S. ATTORNEYS AND THE OFFICES OF THE U.S. ATTORNEYS,4368,922,51,333,0,5185,7,0,0,10866,75,9,545,4,36,560,1,0,1230,1,12097
DJ10-OFFICE OF THE INSPECTOR GENERAL,331,37,14,34,0,1,9,0,0,426,1,1,28,0,1,0,0,0,31,0,457
DJ11-U.S. TRUSTEE PROGRAM,151,11,263,686,0,124,3,0,0,1238,0,20,0,0,0,5,0,0,25,0,1263
DJ12-EXECUTIVE OFFICE FOR IMMIGRATION REVIEW,661,103,392,1,0,19,7,0,0,1183,1,91,93,0,0,0,0,0,185,0,1368
DJ14-COMMUNITY RELATIONS SERVICE,26,11,0,0,0,3,0,0,0,40,0,0,0,1,1,0,0,0,2,0,42
"DJ15-BUREAU OF ALCOHOL, TOBACCO, FIREARMS, AND EXPLOSIVES",4276,242,25,89,0,87,46,1,0,4766,1,7,313,0,0,0,0,0,321,0,5087
DLAA-OFFICE OF THE SECRETARY OF LABOR,279,25,17,4,0,64,6,7,0,402,10,32,4,17,2,10,2,0,77,0,479
DLAM-OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,545,52,11,25,0,10,10,1,0,654,3,19,22,0,1,0,0,0,45,0,699
DLBL-BUREAU OF INTERNATIONAL LABOR AFFAIRS,58,17,1,1,0,1,2,2,0,82,0,1,1,0,0,0,0,0,2,0,84
DLCA-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,6,0,0,0,0,0,0,2,0,8,0,0,0,10,1,0,0,0,11,0,19
DLCF-OFFICE OF THE CHIEF FINANCIAL OFFICER,75,8,0,2,0,0,3,0,0,88,0,2,0,0,0,0,0,0,2,0,90
DLEH-OFFICE OF DISABILITY EMPLOYMENT POLICY,27,1,5,1,0,1,2,0,0,37,3,1,0,0,1,0,0,0,5,0,42
DLES-EMPLOYMENT STANDARDS ADMINISTRATION,3157,519,3,155,0,53,23,2,0,3912,192,12,58,0,0,1,0,0,263,3,4178
DLET-EMPLOYMENT AND TRAINING ADMINISTRATION,729,144,2,2,0,11,10,0,0,898,138,18,1,1,1,0,0,0,159,5,1062
DLIG-OFFICE OF THE INSPECTOR GENERAL,349,25,3,9,0,14,8,0,0,408,0,1,1,0,0,0,0,0,2,0,410
DLLS-BUREAU OF LABOR STATISTICS,2005,264,1,136,0,10,19,0,0,2435,0,0,1,0,1,0,0,0,2,0,2437
DLMS-MINE SAFETY AND HEALTH ADMINISTRATION,1684,387,1,271,0,28,7,0,0,2378,0,0,14,0,0,0,1,0,15,1,2394
DLPA-OFFICE OF PUBLIC AFFAIRS,41,4,0,1,0,0,1,1,0,48,0,0,0,8,0,0,0,0,8,0,56
DLPE-OFFICE OF THE ASSISTANT SECRETARY FOR POLICY,26,1,0,0,0,0,3,1,0,31,0,0,0,2,0,0,0,0,2,0,33
DLPW-EMPLOYEE BENEFITS SECURITY ADMINISTRATION,653,90,2,97,0,10,15,1,0,868,3,13,44,0,1,13,0,0,74,0,942
DLSH-OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION,1727,327,5,19,0,13,12,1,0,2104,5,0,9,1,0,0,0,0,15,7,2126
DLSL-OFFICE OF THE SOLICITOR,143,11,223,0,0,228,17,0,0,622,5,20,0,0,0,0,0,0,25,1,648
DLVE-VETERANS EMPLOYMENT AND TRAINING SERVICES,171,35,0,2,0,17,3,1,0,229,2,0,0,1,1,0,0,0,4,0,233
DLWB-WOMEN'S BUREAU,45,3,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,49
DN00-DEPARTMENT OF ENERGY,10859,2349,468,515,1,688,443,15,0,15338,38,22,92,61,13,252,10,0,488,0,15826
DQ00-DENALI COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,0,24
EB00-EXPORT-IMPORT BANK OF THE UNITED STATES,304,36,19,0,0,0,0,0,0,359,8,0,4,10,4,0,0,0,26,0,385
EC00-OFFICE OF ADMINISTRATION,129,29,51,0,0,0,0,0,0,209,1,4,7,0,0,5,0,0,17,0,226
EDEA-IMMEDIATE OFFICE OF THE SECRETARY OF EDUCATION,78,0,7,0,0,1,4,4,0,94,0,3,1,29,1,4,0,0,38,0,132
EDEB-OFFICE OF THE DUTY SECRETARY OF EDUCATION,2,0,1,0,0,0,1,1,0,5,0,0,1,6,1,0,0,0,8,0,13
EDEC-OFFICE FOR CIVIL RIGHTS,296,8,247,0,0,10,3,0,0,564,1,1,19,3,1,1,0,0,26,0,590
"EDED-OFFICE OF PLANNING, EVALUATION AND POLICY DEVELOPMENT",95,8,8,6,0,0,7,0,0,124,0,0,0,7,1,0,0,0,8,0,132
EDEE-OFFICE OF THE UNDER SECRETARY,0,0,0,0,0,0,0,1,0,1,0,1,0,5,1,0,0,0,7,0,8
EDEF-OFFICE OF INSPECTOR GENERAL,243,24,3,9,0,0,6,0,0,285,4,0,4,0,0,0,0,0,8,0,293
EDEG-OFFICE OF THE GENERAL COUNSEL,24,0,60,0,0,12,7,0,0,103,0,1,0,5,1,0,0,0,7,0,110
EDEH-OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,171,47,32,2,0,11,3,0,0,266,0,1,3,2,0,5,0,0,11,0,277
EDEI-OFFICE OF THE CHIEF INFORMATION OFFICER,113,14,0,3,0,1,6,0,0,137,0,0,3,0,0,0,0,0,3,0,140
EDEJ-OFFICE OF LEGISLATION AND CONGRESSIONAL AFFAIRS,11,1,1,0,0,0,0,0,0,13,0,1,1,5,1,0,0,0,8,0,21
EDEL-OFFICE OF THE CHIEF FINANCIAL OFFICER,154,17,2,2,0,1,3,0,0,179,0,0,7,0,0,0,0,0,7,0,186
EDEM-OFFICE OF MANAGEMENT,158,16,7,4,0,3,3,1,0,192,0,0,5,0,0,1,0,0,6,0,198
EDEN-FEDERAL STUDENT AID,761,100,1,8,0,79,12,0,0,961,0,0,16,0,0,1,0,0,17,0,978
EDEO-OFFICE OF COMMUNICATIONS AND OUTREACH,78,11,1,2,0,2,1,0,0,95,0,0,0,13,1,0,0,0,14,0,109
EDEP-OFFICE OF POSTSECONDARY EDUCATION,169,17,3,9,0,2,4,0,0,204,0,0,1,0,0,29,0,0,30,0,234
EDEQ-OFFICE OF SAFE AND DRUG-FREE SCHOOLS,34,6,1,0,0,0,1,0,0,42,0,0,0,3,0,8,0,0,11,0,53
EDER-INSTITUTE OF EDUCATION SCIENCES,120,34,0,0,0,0,3,0,0,157,0,0,0,0,1,36,0,0,37,0,194
EDES-OFFICE OF ELEMENTARY AND SECONDARY EDUCATION,169,29,6,8,0,0,3,0,0,215,0,1,0,4,1,42,0,0,48,0,263
EDET-OFFICE OF ENGLISH LANGUAGE ACQUISITION,21,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22
EDEU-OFFICE OF INNOVATION AND IMPROVEMENT,64,3,2,9,0,0,1,1,0,80,0,0,1,4,0,13,0,0,18,0,98
EDEV-OFFICE OF VOCATIONAL AND ADULT EDUCATION,70,12,1,0,0,0,3,0,0,86,0,0,0,4,0,0,0,0,4,0,90
EDEX-NATIONAL INSTITUTE FOR LITERACY,3,0,0,0,0,8,0,0,0,11,0,0,0,0,0,10,0,0,10,0,21
EDEY-ADVISORY COUNCILS AND COMMITTEES,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,20,0,0,20,0,23
EDEZ-NATIONAL ASSESSMENT GOVERNING BOARD,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,27,0,0,27,0,33
EE00-EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,1366,426,510,0,0,5,26,0,0,2333,4,6,5,0,3,0,2,0,20,0,2353
EO00-MORRIS K. UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,36,0,0,42,0,46
EP00-ENVIRONMENTAL PROTECTION AGENCY,13750,1153,1063,677,0,145,253,10,1,17052,67,124,253,20,9,921,0,0,1394,2,18448
EQ00-COUNCIL ON ENVIRONMENTAL QUALITY/OFFICE OF ENVIRONMENTAL QUALITY,2,2,2,0,0,0,0,0,0,6,0,0,1,7,2,8,0,0,18,0,24
EW00-TRADE AND DEVELOPMENT AGENCY,23,12,4,0,0,0,3,0,0,42,0,1,0,0,0,4,0,0,5,0,47
FC00-FEDERAL COMMUNICATIONS COMMISSION,1120,80,496,0,0,11,30,5,0,1742,48,35,23,3,5,14,2,0,130,0,1872
FD00-FEDERAL DEPOSIT INSURANCE CORPORATION,3920,428,267,407,0,18,0,0,0,5040,728,509,109,2,4,7,0,0,1359,0,6399
FI00-FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL,4,4,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
FJ00-CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,18,8,1,4,0,3,1,0,0,35,0,0,0,0,4,0,0,0,4,0,39
FK00-FARM CREDIT SYSTEM INSURANCE CORPORATION,8,1,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
FL00-FARM CREDIT ADMINISTRATION,202,19,14,34,0,0,0,0,0,269,0,0,1,3,2,0,0,0,6,0,275
FM00-FEDERAL MEDIATION AND CONCILIATION SERVICE,59,5,3,0,0,178,3,0,0,248,0,0,0,0,0,0,0,0,0,0,248
FQ01-OFFICE OF THE DIRECTOR,598,244,5,0,0,1,7,0,0,855,10,0,9,0,0,0,0,0,19,0,874
FQ02-PRETRIAL SERVICES AGENCY,288,79,1,0,0,0,3,0,0,371,0,0,0,0,0,0,0,0,0,0,371
FT00-FEDERAL TRADE COMMISSION,355,78,551,13,0,2,28,5,0,1032,58,6,12,2,4,5,1,0,88,0,1120
FW00-OFFICE OF SPECIAL COUNSEL,44,1,47,0,0,3,4,0,0,99,0,5,10,0,0,0,0,0,15,0,114
GB00-OVERSEAS PRIVATE INVESTMENT CORPORATION,135,37,17,0,0,3,0,0,0,192,0,0,1,0,7,1,0,0,9,0,201
GE00-BARRY GOLDWATER SCHOLARSHIP AND EXCELLENCE IN EDUCATION FOUNDATION,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,4,0,0,5,0,7
GG00-OFFICE OF GOVERNMENT ETHICS,45,7,12,0,0,0,5,0,0,69,1,0,1,1,1,0,0,0,4,0,73
GJ00-PRESIDIO TRUST,0,0,0,0,0,311,0,0,0,311,0,0,0,0,0,30,0,0,30,0,341
GM00-VALLES CALDERA TRUST,0,0,0,0,0,18,0,0,0,18,0,0,0,0,0,30,0,0,30,0,48
GO00-VIETNAM EDUCATION FOUNDATION,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,4,0,8
GQ00-ELECTION ASSISTANCE COMMISSION,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,50,0,0,51,0,53
GS01-IMMEDIATE OFFICE OF THE ADMINISTRATOR,36,2,0,1,0,0,1,2,0,42,0,2,0,2,0,0,0,0,4,0,46
GS03-PUBLIC BUILDINGS SERVICE,5163,809,20,536,0,14,27,1,0,6570,37,24,28,0,0,0,1,0,90,0,6660
GS04-OFFICE OF CIVIL RIGHTS,8,0,1,1,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,11
GS10-OFFICE OF SMALL BUSINESS UTILIZATION,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
GS11-OFFICE OF THE CHIEF FINANCIAL OFFICER,459,50,0,35,0,0,5,0,0,549,0,0,0,0,0,0,0,0,0,0,549
GS12-OFFICE OF GENERAL COUNSEL,20,1,105,0,0,6,6,1,0,139,0,2,0,0,0,0,0,0,2,0,141
GS13-GSA BOARD OF CONTRACT APPEALS,16,1,17,0,0,1,0,0,0,35,0,0,0,0,0,0,0,0,0,0,35
GS14-OFFICE OF THE CHIEF HUMAN CAPITAL OFFICER,215,7,1,6,0,1,4,0,0,234,1,1,0,0,0,0,0,0,2,0,236
GS15-OFFICE OF INSPECTOR GENERAL,225,34,5,35,0,4,6,0,0,309,5,0,1,0,1,0,0,0,7,0,316
GS16-OFFICE OF THE CHIEF ACQUISITION OFFICER,54,5,2,0,0,0,3,0,0,64,2,1,1,0,0,0,0,0,4,0,68
GS19-OFFICE OF CITIZEN SERVICES AND COMMUNICATIONS,109,12,0,6,0,0,2,1,0,130,0,2,0,3,0,0,0,0,5,0,135
GS20-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,7,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,2,0,9
GS22-OFFICES OF THE REGIONAL ADMINISTRATORS,141,10,0,3,0,31,0,0,0,185,0,0,0,1,0,1,0,0,2,0,187
GS26-OFFICE OF GOVERNMENTWIDE POLICY,127,4,3,0,0,0,3,1,0,138,0,6,0,1,0,0,0,0,7,0,145
GS28-OFFICE OF THE CHIEF INFORMATION OFFICER,201,10,0,1,0,0,4,0,0,216,0,2,0,0,0,0,1,0,3,0,219
GS30-FEDERAL ACQUISITION SERVICE,3242,198,8,219,0,10,21,0,0,3698,4,2,7,0,0,0,0,0,13,0,3711
GS31-OFFICE OF EMERGENCY RESPONSE AND RECOVERY,11,3,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,15
GW00-INTERNATIONAL BOUNDARY AND WATER COMMISSION:  UNITED STATES AND MEXICO,185,52,0,3,0,1,0,0,0,241,38,2,4,0,1,0,0,0,45,1,287
GX00-INTERNATIONAL BOUNDARY COMMISSION:  UNITED STATES AND CANADA,2,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
GY00-INTERNATIONAL JOINT COMMISSION:  UNITED STATES AND CANADA,5,4,1,0,0,1,0,0,0,11,3,0,0,1,3,0,0,0,7,0,18
HB00-COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,14,5,3,0,0,0,1,0,0,23,0,0,1,0,2,2,0,0,5,0,28
HD00-U.S. HOLOCAUST MEMORIAL MUSEUM,163,24,2,0,0,1,0,0,0,190,0,0,0,0,0,0,0,0,0,0,190
HE10-OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,2475,558,472,184,0,46,91,24,0,3850,14,142,70,40,4,9814,2,3,10089,2,13941
HE11-PROGRAM SUPPORT CENTER,926,122,8,37,0,6,10,0,0,1109,4,12,24,0,0,14,1,0,55,0,1164
HE12-ADMINISTRATION ON AGING,74,16,0,0,0,0,2,0,0,92,0,1,0,1,1,1,0,0,4,0,96
HE31-OFFICE OF THE ASSISTANT SECRETARY FOR HEALTH,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,6,0,7
HE32-SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,369,68,0,7,0,0,11,0,0,455,0,0,2,0,0,58,0,0,60,1,516
HE33-AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,187,50,0,0,0,3,5,0,0,245,2,2,5,0,0,50,0,0,59,0,304
HE34-HEALTH RESOURCES AND SERVICES ADMINISTRATION,998,143,0,51,0,6,21,1,0,1220,71,9,42,0,0,171,0,0,293,0,1513
HE35-AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY,152,20,1,4,0,1,0,0,0,178,0,0,0,0,0,0,0,0,0,0,178
HE36-FOOD AND DRUG ADMINISTRATION,7307,1945,68,500,0,55,51,2,0,9928,110,48,357,1,1,3079,0,0,3596,0,13524
HE37-INDIAN HEALTH SERVICE,8759,1287,2964,0,0,89,18,0,0,13117,129,605,4,0,1,13,0,0,752,2,13871
HE38-NATIONAL INSTITUTES OF HEALTH,10305,2574,55,141,0,156,57,0,0,13288,95,33,213,0,2,5603,0,0,5946,0,19234
HE39-CENTERS FOR DISEASE CONTROL AND PREVENTION,6162,1520,61,99,0,99,30,1,0,7972,78,7,90,0,0,1211,0,0,1386,0,9358
HE70-CENTERS FOR MEDICARE & MEDICAID SERVICES,3579,582,17,77,0,15,62,4,0,4336,1,1,12,2,0,83,0,0,99,0,4435
HE90-ADMINISTRATION FOR CHILDREN AND FAMILIES,929,245,11,68,0,3,10,5,0,1271,1,3,0,7,1,2,1,0,15,0,1286
HF00-FEDERAL HOUSING FINANCE AGENCY,330,59,1,0,0,30,0,0,0,420,0,0,1,0,0,7,0,0,8,0,428
HP00-ADVISORY COUNCIL ON HISTORIC PRESERVATION,0,0,0,0,0,36,1,0,0,37,0,0,0,0,7,10,0,0,17,0,54
HSAA-DHS HEADQUARTERS,1050,699,94,164,0,18,81,28,0,2134,3,7,17,71,6,10,7,0,121,0,2255
HSAB-BUREAU OF CITIZENSHIP AND IMMIGRATION SERVICES,6937,1468,182,1502,0,121,45,2,0,10257,58,2,155,5,1,112,0,0,333,0,10590
HSAC-U.S. COAST GUARD,5879,1515,93,62,0,195,13,0,1,7758,285,13,104,0,0,60,0,0,462,0,8220
HSAD-U.S. SECRET SERVICE,5163,227,7,1,0,21,47,0,0,5466,10,13,1266,0,0,7,1,0,1297,0,6763
HSAE-OFFICE OF THE INSPECTOR GENERAL,456,78,9,62,0,6,12,0,0,623,1,5,30,0,1,40,0,0,77,0,700
HSBB-BUREAU OF IMMIGRATION AND CUSTOMS ENFORCEMENT,14111,2214,883,2155,0,282,55,2,0,19702,66,10,261,4,1,12,1,0,355,0,20057
HSBC-TRANSPORTATION SECURITY ADMINISTRATION,0,0,0,0,0,59694,0,0,0,59694,0,0,0,0,2,382,0,0,384,0,60078
HSBD-BUREAU OF CUSTOMS AND BORDER PROTECTION,36928,6970,319,12591,0,418,100,4,0,57330,490,19,166,5,0,33,1,0,714,0,58044
HSBE-FEDERAL LAW ENFORCEMENT TRAINING CENTER,859,112,14,9,0,14,9,0,0,1017,65,56,28,0,0,43,0,0,192,0,1209
HSCB-FEDERAL EMERGENCY MANAGEMENT AGENCY,2193,1633,208,16,0,35,43,9,0,4137,99,65,19,14,3,12402,2,0,12604,0,16741
HSDA-DOMESTIC NUCLEAR DETECTION OFFICE,536,424,10,2,0,5,24,4,0,1005,1,1,10,1,1,5,0,0,19,0,1024
HSFA-OFFICE OF THE UNDER SECRETARY FOR SCIENCE AND TECHNOLOGY,244,101,0,0,0,7,11,0,0,363,3,1,3,1,0,12,2,0,22,0,385
HT00-HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,3,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,4
HU01-OFFICE OF THE SENIOR COORDINATOR FOR NEW ENGLAND,196,15,20,1,0,1,0,0,0,233,0,2,2,0,0,0,0,0,4,0,237
HU02-OFFICE OF THE SENIOR COORDINATOR FOR NEW YORK/NEW JERSEY,349,22,25,1,0,3,0,0,0,400,0,0,7,0,0,0,0,0,7,0,407
HU03-OFFICE OF THE SENIOR COORDINATOR FOR MID-ATLANTIC,520,65,26,2,0,0,0,0,0,613,0,0,5,0,0,0,0,0,5,0,618
HU04-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHEAST/CARIBBEAN,840,112,39,7,0,7,2,0,0,1007,1,1,21,0,0,0,0,0,23,0,1030
HU05-OFFICE OF THE SENIOR COORDINATOR FOR MIDWEST,575,54,37,2,0,1,1,0,0,670,0,2,7,0,0,0,0,0,9,0,679
HU06-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHWEST,506,39,30,4,0,4,2,0,0,585,1,1,5,0,0,0,0,0,7,0,592
HU07-OFFICE OF THE SENIOR COORDINATOR FOR GREAT PLAINS,170,17,15,1,0,2,0,0,0,205,0,0,5,0,0,0,0,0,5,0,210
HU08-OFFICE OF THE SENIOR COORDINATOR FOR ROCKY MOUNTAINS,268,39,16,0,0,6,0,0,0,329,2,1,5,0,0,0,0,0,8,0,337
HU09-OFFICE OF THE SENIOR COORDINATOR FOR PACIFIC/HAWAII,488,74,29,1,0,1,0,0,0,593,4,1,6,0,0,1,0,0,12,0,605
HU10-OFFICE OF THE SENIOR COORDINATOR FOR NORTHWEST/ALASKA,166,27,12,0,0,0,0,0,0,205,2,0,5,0,0,0,0,0,7,0,212
HUAA-OFFICE OF THE SECRETARY OF HOUSING AND URBAN DEVELOPMENT,12,2,1,0,0,1,3,3,0,22,0,2,1,8,2,1,0,0,14,0,36
HUBB-ASSISTANT SECRETARY FOR ADMINISTRATION,440,25,60,51,0,2,6,0,0,584,1,3,62,6,0,2,0,0,74,0,658
HUCC-OFFICE OF GENERAL COUNSEL,164,8,145,0,0,3,13,1,0,334,0,13,0,2,1,0,0,0,16,0,350
HUDD-ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,190,28,9,2,0,3,7,1,0,240,28,0,8,1,1,0,0,0,38,0,278
HUEE-ASSISTANT SECRETARY FOR FAIR HOUSING AND EQUAL OPPORTUNITY,97,10,1,2,0,1,4,0,0,115,0,0,2,1,1,0,0,0,4,0,119
HUFF-OFFICE OF THE CHIEF FINANCIAL OFFICER,129,18,3,5,0,2,4,1,0,162,0,1,2,3,0,0,0,0,6,0,168
HUGG-OFFICE OF INSPECTOR GENERAL,540,34,3,53,0,3,10,0,0,643,0,0,4,0,1,0,0,0,5,0,648
HUII-OFFICE OF DEPARTMENTAL OPERATIONS AND COORDINATION,71,2,1,1,0,1,2,0,0,78,0,0,3,0,0,0,0,0,3,0,81
