Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Total Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Total Non-permanent,Unspecified,Total Appointments
CX-NAT CMSN ON LIBRARIES AND INFO SCIENCE,2,0,0,0,0,2,0,1,0,5,0,0,0,0,5,6,0,0,11,0,16
DD**-UNSPECIFIED,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DD01-OFFICE OF THE SECRETARY OF DEFENSE,845,31,58,47,0,11,203,49,0,1244,7,2,1,61,16,358,14,0,459,0,1703
DD02-JOINT STAFF,177,9,0,1,0,1,2,0,0,190,1,0,0,1,0,1,1,0,4,0,194
DD04-DEFENSE INFORMATION SYSTEMS AGENCY,4806,205,20,59,0,76,37,0,0,5203,67,8,102,1,0,0,1,0,179,0,5382
DD06-DEFENSE SECURITY COOPERATION AGENCY,113,5,2,0,0,2,5,0,0,127,1,0,0,0,0,0,0,0,1,0,128
DD07-DEFENSE LOGISTICS AGENCY,36848,638,255,21,0,284,30,0,0,38076,267,70,82,0,0,82,1,0,502,0,38578
DD08-US COURT APLS ARMED FORCES,13,1,9,0,1,21,2,0,0,47,0,0,0,0,4,2,0,0,6,0,53
DD09-AMERICAN FORCES INFORMATION SERVICE,275,7,2,2,0,7,3,0,0,296,10,1,1,0,0,4,0,0,16,0,312
DD10-DEFENSE CONTRACT AUDIT AGENCY,3730,104,7,18,0,1,16,0,0,3876,2,1,46,0,0,1,0,0,50,0,3926
DD12-DEFENSE SECURITY SERVICE,2299,60,14,2,0,40,5,0,0,2420,22,9,1,0,0,2,0,0,34,0,2454
DD13-DEFENSE ADVANCED RESEARCH PROJECTS AGCY,100,5,2,1,0,0,10,1,0,119,16,0,0,0,0,6,0,0,22,0,141
DD16-DEPARTMENT OF DEFENSE EDUCATION ACTIVITY,868,139,5001,1,0,4485,4,0,0,10498,89,5425,34,0,0,2903,1,0,8452,4,18954
DD17-TRICARE SUPPORT OFFICE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DD21-WASHINGTON HEADQUARTERS SERVICES,1065,105,35,6,0,45,15,0,0,1271,20,42,41,25,0,57,4,0,189,0,1460
DD23-OFFICE OF ECONOMIC ADJUSTMENT,32,1,0,0,0,0,1,1,0,35,0,0,0,0,0,0,0,0,0,0,35
DD25-DEFENSE LEGAL SERVICES AGENCY,33,0,37,0,0,5,1,0,0,76,0,0,0,0,0,0,0,0,0,0,76
DD26-OFFICE OF THE INSPECTOR GENERAL,719,144,16,320,0,9,16,0,0,1224,0,0,6,0,0,0,0,0,6,0,1230
DD27-BALLISTIC MISSILE DEFENSE ORGANIZATION,274,11,11,0,0,5,13,0,0,314,2,0,0,0,0,11,0,0,13,0,327
DD34-DEFENSE COMMISSARY AGENCY,11090,3622,50,13,0,273,3,1,0,15052,1392,1273,29,0,0,16,0,0,2710,0,17762
DD35-DEFENSE FINANCE AND ACCOUNTING SERVICE,15736,988,66,21,0,267,26,0,0,17104,883,27,39,0,0,81,1,0,1031,0,18135
DD48-DEFENSE HUMAN RESOURCES ACTIVITY,611,26,3,2,0,10,5,1,0,658,4,0,0,0,0,1,1,0,6,0,664
DD50-USD(A&T) DEFENSE SUPPORT ACTIVITY,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
DD58-DEFENSE POW/MISSING PERSONNEL OFFICE,14,1,50,0,0,7,1,0,0,73,0,1,0,1,0,0,0,0,2,0,75
DD60-TRICARE MANAGEMENT ACTIVITY,259,2,14,1,0,1,4,0,0,281,4,1,8,0,0,9,0,0,22,0,303
DD61-DEFENSE THREAT REDUCTION AGENCY,828,32,11,2,0,20,12,0,0,905,9,3,7,0,0,1,0,0,20,0,925
"DJ01-OFFICES, BOARDS AND DIVISIONS",2698,433,2316,15,1,697,182,34,1,6377,215,207,207,27,13,247,5,0,921,2,7300
DJ02-FEDERAL BUREAU OF INVESTIGATION,0,0,0,0,0,27686,182,0,0,27868,0,0,0,0,0,324,0,0,324,0,28192
DJ03-BUREAU OF PRISONS/FEDERAL PRISON SYSTEM,24455,4665,273,41,0,1305,45,1,0,30785,113,20,85,0,0,5,0,0,223,0,31008
DJ04-IMMIGRATION AND NATURALIZATION SERVICE,19777,7092,606,135,0,1801,38,4,0,29453,1235,150,499,1,1,155,1,0,2042,0,31495
DJ06-DRUG ENFORCEMENT ADMINISTRATION,6216,656,370,1223,0,199,62,0,0,8726,17,4,93,0,0,0,0,0,114,0,8840
DJ07-OFFICE OF JUSTICE PROGRAMS,495,208,38,11,0,12,15,4,0,783,24,8,18,1,4,2,0,0,57,0,840
DJ08-U.S. MARSHALS SERVICE,3456,461,10,12,1,42,10,1,0,3993,7,0,7,0,83,9,0,0,106,0,4099
DJ09-EXEC OFC US ATTORNEY AND OFF US ATTORNEY,4253,656,59,15,0,4463,4,0,0,9450,122,10,500,14,66,357,0,0,1069,0,10519
DJ10-OFFICE OF THE INSPECTOR GENERAL,343,38,9,1,0,4,7,0,0,402,1,0,9,0,0,3,0,0,13,0,415
DJ11-U.S. TRUSTEE PROGRAM,106,10,195,582,0,139,4,1,0,1037,3,4,0,0,0,2,0,0,9,0,1046
DJ12-EXECUTIVE OFFICE FOR IMMIGRATION REVIEW,509,113,310,1,0,48,6,0,0,987,10,53,61,0,0,0,0,0,124,0,1111
DJ14-COMMUNITY RELATIONS SERVICE,36,4,0,0,0,1,0,0,0,41,0,1,1,1,1,0,0,0,4,0,45
DLAA-OFFICE OF SECRETARY OF LABOR,211,16,93,2,0,8,1,8,0,339,3,46,9,13,1,10,2,0,84,0,423
DLAM-OFC ASST SEC ADM AND MANAGEMENT,668,49,19,6,0,11,8,0,0,761,27,5,15,1,1,2,0,0,51,0,812
DLBL-BUREAU OF INTERNATIONAL LABOR AFFAIRS,49,11,7,0,0,2,2,3,0,74,1,0,1,2,0,11,0,0,15,0,89
DLCA-OFC OF CONGRESSIONAL & INTERGOV AFFAIRS,7,3,3,0,0,0,1,0,0,14,1,0,2,15,1,0,0,0,19,1,34
DLCF-OFFICE OF THE CHIEF FINANCIAL OFFICER,79,8,0,1,0,0,1,0,0,89,0,0,2,0,0,0,1,0,3,0,92
DLEH-OFFICE OF DISABILITY EMPLOYMENT POLICY,22,4,5,0,0,0,0,2,0,33,0,3,1,0,0,6,0,0,10,0,43
DLES-EMPLOYMENT STANDARDS ADMINISTRATION,3330,418,11,8,0,33,19,3,0,3822,27,7,16,8,1,2,0,0,61,1,3884
DLET-EMPLOYMENT AND TRAINING ADMINISTRATION,1121,106,13,5,0,1,14,2,0,1262,39,2,20,5,1,3,2,0,72,0,1334
DLIG-OFFICE OF THE INSPECTOR GENERAL,376,25,3,1,0,3,4,0,0,412,3,0,1,1,1,1,0,0,7,0,419
DLLS-BUREAU OF LABOR STATISTICS,1972,444,5,8,0,4,19,0,0,2452,82,0,11,0,1,1,0,0,95,0,2547
DLMS-MINE SAFETY AND HEALTH ADMINISTRATION,1932,230,0,1,0,21,8,0,0,2192,5,0,2,1,1,1,1,0,11,0,2203
DLNY-NAT OCCUPATIONAL INFO COORDINATING CMTE,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
DLPA-OFFICE OF PUBLIC AFFAIRS,37,2,0,0,0,0,0,1,0,40,0,0,1,5,0,0,0,0,6,0,46
DLPE-OFC OF ASST SEC FOR POLICY,21,2,0,0,0,0,2,2,0,27,1,0,0,3,0,0,0,0,4,0,31
DLPW-PENSION AND WELFARE BENEFITS ADMIN,505,185,3,12,0,2,10,1,0,718,8,1,14,3,1,15,1,0,43,0,761
DLSH-OCCUPATIONAL SAFETY AND HEALTH ADM,1891,202,4,6,0,12,16,2,0,2133,17,2,12,4,1,2,0,0,38,0,2171
DLSL-OFFICE OF THE SOLICITOR,188,5,443,0,0,11,21,1,0,669,9,4,4,0,1,1,0,0,19,1,689
DLVE-VETERANS EMPLOYMENT AND TRAINING SER,207,18,0,0,0,14,0,1,0,240,8,0,4,2,1,0,0,0,15,0,255
DLWB-WOMEN'S BUREAU,54,7,0,0,0,0,0,0,0,61,1,0,0,2,0,0,1,0,4,0,65
DN00-DEPARTMENT OF ENERGY,14006,534,435,41,0,48,381,42,0,15487,74,10,64,98,22,88,13,1,370,2,15859
EB-EXPORT-IMPORT BANK OF THE UNITED STATES,306,44,21,0,0,2,0,0,0,373,3,3,14,11,2,1,0,0,34,0,407
EC-OFFICE OF ADMINISTRATION,107,18,48,0,0,7,0,0,0,180,0,0,0,0,0,0,0,0,0,0,180
EDEA-IMM OFC OF SEC OF EDUCATION,49,7,1,0,0,0,1,6,0,64,1,1,5,33,1,6,0,0,47,0,111
EDEB-OFC OF THE DEPUTY SECRETARY OF EDUCATION,10,3,0,0,0,0,0,2,0,15,0,0,0,11,0,5,0,0,16,0,31
EDEC-OFFICE FOR CIVIL RIGHTS,502,38,136,1,0,22,3,2,0,704,2,1,29,0,1,2,0,0,35,0,739
EDEE-OFFICE OF THE UNDER SECRETARY (OUS),89,20,2,0,0,7,7,0,0,125,4,0,3,0,1,2,1,0,11,0,136
EDEF-OFFICE OF INSPECTOR GENERAL,215,51,3,2,0,0,5,0,0,276,2,0,1,1,1,0,0,0,5,0,281
EDEG-OFFICE OF THE GENERAL COUNSEL,23,3,52,0,0,19,8,1,0,106,0,2,0,1,1,2,1,0,7,0,113
EDEH-OFF OF SPEC ED AND REHAB SERV,247,51,41,0,0,7,3,2,0,351,2,3,2,5,2,2,0,0,16,0,367
EDEI-OFFICE OF THE CHIEF INFORMATION OFFICER,67,11,0,0,0,0,2,0,0,80,0,0,2,0,0,0,0,0,2,0,82
EDEJ-OFC OF LEGIS AND CONGRESSIONAL AFFAIRS,12,5,0,0,0,0,0,0,0,17,0,0,0,5,1,0,0,0,6,0,23
EDEK-OFC OF INTERGOV AND INTERAGENCY AFFAIRS,65,12,0,1,1,0,1,0,0,80,0,1,7,36,24,4,0,0,72,0,152
EDEL-OFFICE OF THE CHIEF FINANCIAL OFFICER,215,36,1,0,0,1,3,0,0,256,2,0,7,1,0,0,1,0,11,0,267
EDEM-OFFICE OF MANAGEMENT,166,7,10,0,0,1,4,0,0,188,1,0,5,0,0,8,0,0,14,0,202
EDEN-OFC OF STUDENT FINANCIAL ASSISTANCE PROG,1005,127,2,0,0,15,5,0,0,1154,11,1,13,0,0,21,0,0,46,0,1200
EDEP-OFFICE OF POSTSECONDARY EDUCATION,173,25,0,0,0,3,2,1,0,204,4,0,9,16,24,45,1,0,99,0,303
EDER-OFC OF ED RES AND IMPROVEMENT,287,38,1,0,0,2,5,0,0,333,3,0,9,0,1,26,0,0,39,0,372
EDES-OFC OF ELEM AND SEC ED,182,41,0,0,2,7,5,1,0,238,2,0,11,11,11,2,0,0,37,0,275
EDET-OFC OF BILINGUAL ED & MIN LANG AFFAIRS,34,12,0,0,0,0,1,0,0,47,1,0,0,1,0,0,0,0,2,0,49
EDEV-OFFICE OF VOCATIONAL AND ADULT EDUCATION,86,24,0,0,0,0,2,0,0,112,2,0,0,5,1,2,1,0,11,0,123
EDEX-NATIONAL INSTITUTE FOR LITERACY,4,0,0,0,0,1,0,0,0,5,1,0,0,0,7,9,0,0,17,0,22
EDEY-ADVISORY COUNCILS AND COMMITTEES,0,0,0,0,0,6,0,0,0,6,0,0,0,0,2,26,0,0,28,0,34
EDEZ-NATIONAL ASSESSMENT GOVERNING BOARD,4,0,0,0,0,1,0,0,0,5,0,0,0,0,0,28,0,0,28,0,33
EE-EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,2049,168,564,4,0,28,37,3,0,2853,19,9,46,9,4,2,1,1,91,0,2944
EM-FEDERAL EMERGENCY MANAGEMENT AGENCY,1659,187,210,0,0,23,29,16,0,2124,74,25,31,6,7,7607,2,0,7752,0,9876
EO-MORRIS K UDALL SCHOLARSHIP...FOUNDATION,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,12,0,0,12,0,17
EP-ENVIRONMENTAL PROTECTION AGENCY,14474,1870,1054,70,0,88,249,19,0,17824,130,103,251,18,8,700,5,0,1215,6,19045
EQ-COUNCIL ON ENVIR QUAL/OFC OF ENVIR QUAL,1,1,3,0,0,8,0,0,0,13,0,0,0,6,0,0,0,0,6,0,19
EW-TRADE AND DEVELOPMENT AGENCY,18,12,3,0,0,1,2,0,0,36,0,0,0,2,1,1,0,0,4,0,40
EX-EXECUTIVE RESIDENCE AT THE WHITE HOUSE,0,0,0,0,0,15,0,0,0,15,0,34,0,0,0,38,0,0,72,0,87
FC-FEDERAL COMMUNICATIONS COMMISSION,1244,2,263,28,0,19,37,6,0,1599,122,210,8,4,5,20,0,0,369,0,1968
FD-FEDERAL DEPOSIT INSURANCE CORPORATION,5658,497,423,23,0,8,0,0,0,6609,660,27,101,4,3,5,0,0,800,0,7409
FI-FEDERAL FINANCIAL INST. EXAM. COUNCIL,4,2,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
FJ-CHEMICAL SAFETY/HAZARD INVESTIGATION BD,0,0,0,0,0,22,1,1,0,24,0,0,0,0,4,0,0,0,4,0,28
FK-FARM CREDIT SYSTEM INSURANCE CORPORATION,8,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,1,0,10
FL-FARM CREDIT ADMINISTRATION,261,9,14,0,0,0,0,0,0,284,0,0,0,9,3,0,0,0,12,0,296
FM-FED MEDIATION AND CONCILIATION SERVICE,62,5,3,0,0,212,2,0,0,284,0,0,0,1,0,0,2,0,3,0,287
FT-FEDERAL TRADE COMMISSION,341,69,399,0,0,7,30,6,0,852,44,16,45,4,4,9,0,0,122,0,974
FW-OFFICE OF SPECIAL COUNSEL,51,1,23,0,0,2,4,1,0,82,0,0,3,0,1,2,0,0,6,0,88
FY-FEDERAL HOUSING FINANCE BOARD,78,14,14,0,0,1,0,0,0,107,1,0,5,2,0,3,0,0,11,0,118
GE-BARRY GOLDWATER SCHOL & EXCEL IN ED FOUN,0,0,0,0,0,3,0,1,0,4,0,0,0,0,1,6,0,0,7,0,11
GG-OFFICE OF GOVERNMENT ETHICS,49,11,13,0,0,0,4,0,0,77,1,0,0,1,1,0,0,0,3,0,80
GJ-PRESIDIO TRUST,0,0,0,0,0,299,0,0,0,299,0,0,0,0,0,32,0,0,32,0,331
GS-GENERAL SERVICES ADMINISTRATION,12865,554,173,89,0,178,87,19,0,13965,145,39,35,11,2,15,3,0,250,0,14215
GW-INTERNAT BOUNDARY & WATER CMSN: US & MEX,215,12,1,0,0,3,0,0,0,231,31,1,19,1,1,1,0,0,54,0,285
GX-INTERNAT BOUNDARY CMSN: U.S. AND CANADA,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,8,0,12
GY-INTERNATIONAL JOINT CMSN: U.S. & CANADA,9,3,1,0,0,0,0,0,0,13,3,0,0,0,3,0,0,0,6,0,19
HB-CMTE FOR PURCH FRM PPLE BLIND OR SEV DIS,11,3,3,0,3,0,1,0,0,21,0,0,0,0,3,5,0,0,8,0,29
HD-U.S. HOLOCAUST MEMORIAL COUNCIL,142,72,0,0,0,7,0,0,0,221,7,0,0,0,0,4,0,0,11,0,232
HE10-OFC SEC HEALTH AND HUMAN SERVICES,1917,456,284,10,0,61,61,38,0,2827,42,602,35,39,7,73,4,0,802,1,3630
HE11-PROGRAM SUPPORT CENTER,863,108,4,0,0,9,5,0,0,989,3,14,8,0,0,33,1,0,59,0,1048
HE31-OFC ASST SEC FOR HEALTH,185,16,4,1,0,1,0,0,0,207,9,0,9,0,0,1,0,0,19,0,226
HE32-SUBSTANCE ABUSE & MENTAL HEALTH SERV ADM,443,54,5,0,0,3,11,0,0,516,0,0,5,2,1,68,0,0,76,0,592
HE33-AGY FOR HEALTHCARE RESEARCH AND QUALITY,163,36,0,0,0,4,4,1,0,208,2,0,10,1,0,35,0,0,48,0,256
HE34-HEALTH RESOURCES AND SERVICES ADM,1003,121,33,7,0,9,14,0,0,1187,37,1,20,0,0,16,0,0,74,0,1261
HE35-AGY FOR TOXIC SUBSTANCES AND DISEASE REG,290,48,1,0,0,1,2,0,0,342,2,0,4,0,0,39,0,0,45,0,387
HE36-FOOD AND DRUG ADMINISTRATION,7069,835,65,10,0,91,64,1,0,8135,89,7,92,0,3,2833,0,0,3024,3,11162
HE37-INDIAN HEALTH SERVICE,8332,1074,1873,3,0,27,16,0,0,11325,199,1272,6,1,0,28,0,0,1506,0,12831
HE38-NATIONAL INSTITUTES OF HEALTH,10513,1779,77,26,1,161,170,1,1,12729,296,9,579,0,1,2597,1,0,3483,3,16215
HE39-CENTERS FOR DISEASE CONTROL AND PREVENTN,4907,882,53,13,0,86,18,0,0,5959,88,15,188,0,0,618,0,0,909,0,6868
HE70-HEALTH CARE FINANCING ADMINISTRATION,3461,604,52,18,0,75,40,5,0,4255,40,1,64,2,1,68,2,0,178,0,4433
HE90-ADMINISTRATION FOR CHILDREN AND FAMILIES,1334,46,9,2,0,72,12,9,0,1484,6,1,5,10,3,2,0,0,27,0,1511
HP-ADV COUNCIL ON HISTORIC PRESERVATION,0,0,0,0,1,28,2,0,0,31,0,0,0,0,9,8,0,0,17,0,48
HT-HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,2,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,4
HU**-UNSPECIFIED,71,4,0,0,0,0,4,0,0,79,10,0,0,0,1,11,0,0,22,0,101
HU01-OFC SR COM BLDR/COOR NEW ENGLAND,239,15,18,0,0,0,1,1,0,274,3,5,0,1,0,13,0,0,22,0,296
HU02-OFC SR COM BLDR/COOR NEW YORK/NEW JERSEY,486,6,21,0,0,1,0,1,0,515,11,7,1,2,0,21,0,0,42,0,557
HU03-OFC SR COM BLDR/COOR MID-ATLANTIC,605,16,22,0,0,0,0,1,0,644,16,18,1,0,0,22,0,0,57,0,701
HU04-OFC SR COM BLDR/COOR SOUTHEAST/CARIBBEAN,1115,11,33,1,0,4,0,1,0,1165,32,24,0,0,0,38,0,0,94,0,1259
HU05-OFC SR COM BLDR/COOR MIDWEST,817,8,36,0,0,1,0,0,0,862,12,22,0,1,0,38,0,0,73,0,935
HU06-OFC SR COM BLDR/COOR SOUTHWEST,678,7,18,0,0,0,0,1,0,704,20,15,2,1,0,21,0,0,59,0,763
HU07-OFC SR COM BLDR/COOR GREAT PLAINS,221,3,9,0,0,1,0,0,0,234,7,12,0,1,0,1,0,0,21,0,255
HU08-OFC SR COM BLDR/COOR ROCKY MOUNTAINS,534,0,15,0,0,2,1,0,0,552,8,21,0,1,0,0,0,0,30,0,582
HU09-OFC SR COM BLDR/COOR PACIFIC/HAWAII,609,27,18,0,0,3,0,1,0,658,22,50,0,2,0,1,1,0,76,0,734
HU10-OFC SR COM BLDR/COOR NORTHWEST/ALASKA,222,2,8,0,0,0,0,1,0,233,4,10,0,0,0,0,0,0,14,0,247
HUAA-OFFICE OF THE SECRETARY OF HUD,31,0,4,0,0,1,2,4,0,42,2,1,0,5,2,3,0,0,13,0,55
HUBB-ASSISTANT SECRETARY FOR ADMINISTRATION,476,11,8,3,0,1,4,2,0,505,12,27,2,14,0,1,0,0,56,0,561
HUCC-OFFICE OF GENERAL COUNSEL,59,0,108,0,0,0,9,2,0,178,9,0,0,4,1,0,0,0,14,0,192
HUDD-ASST SEC FOR CMNTY PLAN AND DEVELOPMENT,183,3,9,1,0,0,4,0,0,200,6,28,1,8,1,1,0,0,45,0,245
HUEE-ASST SEC FOR FAIR HOUS AND EQUAL OPPOR,99,3,4,0,0,0,6,0,0,112,2,0,0,0,1,0,0,0,3,0,115
HUFF-OFFICE OF THE CHIEF FINANCIAL OFFICER,145,1,1,0,0,1,4,0,0,152,2,0,61,0,0,0,0,0,63,0,215
HUGG-OFFICE OF INSPECTOR GENERAL,525,94,3,19,0,5,6,0,0,652,1,1,2,0,1,0,0,0,5,0,657
HUII-OFC OF DEPARTMENTAL OPERATIONS AND COORD,22,3,0,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,26
HUJJ-ASST SEC FOR CONGR & INTERGOV RELATIONS,14,0,0,0,0,0,0,1,0,15,0,0,0,11,1,0,0,0,12,0,27
HULL-OFFICE OF LEAD HAZARD CONTROL,16,7,1,0,0,0,2,0,0,26,0,0,0,0,0,0,0,0,0,0,26
HUMM-ASST SEC FOR HOUSING--FED HOUSING CMSNR,546,11,8,0,0,3,9,1,0,578,9,14,0,1,1,4,0,0,29,0,607
HUOO-OFC OF FED HOUSING ENTERPRISE OVERSIGHT,43,17,8,0,0,0,0,0,0,68,6,0,0,0,0,4,0,0,10,0,78
HUPP-ASST SEC FOR PUB AND INDIAN HOUSING,460,3,8,0,0,1,5,0,0,477,1,12,2,3,1,0,0,0,19,0,496
HURR-ASST SEC FOR POLICY DEV AND RES,87,6,3,0,0,0,4,0,0,100,1,1,0,5,0,5,0,0,12,0,112
HUTT-GOVERNMENT NATIONAL MORTGAGE ASSOCIATION,50,2,0,0,0,0,5,0,0,57,1,0,0,0,0,0,0,0,1,0,58
HUUU-OFC OF DEPT EQUAL EMPLOYMENT OPPORTUNITY,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
HUVV-DEPARTMENTAL ENFORCEMENT CENTER,119,1,25,0,0,3,3,0,0,151,1,0,0,0,0,0,0,0,1,0,152
HUWW-ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,5,4,0,0,0,0,0,0,0,9,0,0,0,5,0,1,0,0,6,0,15
HUXX-DEPARTMENTAL REAL ESTATE ASSESSMENT CNTR,136,19,1,0,0,5,1,0,0,162,0,3,0,0,0,0,1,0,4,0,166
IB-U.S. INFORMATION AGENCY,2284,187,21,86,0,939,23,8,0,3548,76,6,20,21,12,202,4,0,341,0,3889
IF-INTER-AMERICAN FOUNDATION,39,13,2,0,0,0,0,0,0,54,7,0,0,0,0,1,0,0,8,0,62
IN01-OFFICE OF THE SECRETARY OF THE INTERIOR,1099,84,36,9,0,66,32,26,0,1352,12,14,25,20,5,11,5,0,92,0,1444
IN05-BUREAU OF LAND MANAGEMENT,7932,687,13,150,0,35,18,1,0,8836,577,773,156,3,0,44,0,0,1553,0,10389
IN06-INDIAN AFFAIRS,5107,80,846,11,0,22,23,0,0,6089,44,965,8,0,0,3908,0,0,4925,0,11014
IN07-BUREAU OF RECLAMATION,4843,438,24,61,0,38,12,1,0,5417,196,9,115,3,5,8,0,1,337,0,5754
IN08-GEOLOGICAL SURVEY,7882,476,18,210,0,15,29,0,0,8630,657,71,493,1,1,23,0,0,1246,0,9876
IN10-NATIONAL PARK SERVICE,12740,2465,80,137,0,388,22,2,0,15834,5477,241,761,4,0,150,0,0,6633,0,22467
IN15-U.S. FISH AND WILDLIFE SERVICE,6069,1254,18,109,0,139,17,0,0,7606,750,296,130,1,1,27,0,0,1205,0,8811
IN21-OFFICE OF THE SOLICITOR,87,7,239,0,0,2,9,8,0,352,4,32,2,1,1,2,0,0,42,0,394
"IN22-OFC OF SURFACE MINING, RECL AND ENFORC",597,25,0,5,0,4,5,0,0,636,1,0,5,0,1,2,0,0,9,0,645
IN23-MINERALS MANAGEMENT SERVICE,1587,120,4,20,0,4,12,1,0,1748,8,1,27,2,0,2,0,0,40,0,1788
IN24-OFFICE OF THE INSPECTOR GENERAL,214,17,3,2,0,0,3,0,0,239,0,0,8,0,1,0,0,0,9,0,248
KS-CORP FOR NATIONAL AND COMMUNITY SERVICE,155,0,0,0,0,103,4,0,0,262,3,0,0,0,2,329,0,0,334,0,596
LF-FEDERAL ELECTION COMMISSION,0,0,0,0,0,323,0,0,0,323,0,0,0,0,2,18,0,0,20,0,343
LP-GOVERNMENT PRINTING OFFICE,3037,132,10,5,0,48,0,0,0,3232,12,2,0,1,0,15,0,0,30,0,3262
LT-U.S. TAX COURT,121,7,8,0,0,11,0,0,0,147,0,57,2,29,0,8,0,0,96,0,243
MA-MARINE MAMMAL COMMISSION,7,1,1,0,0,2,0,0,0,11,0,0,0,0,0,8,0,0,8,0,19
MC-FEDERAL MARITIME COMMISSION,103,0,14,0,0,2,8,0,0,127,0,0,0,5,4,0,0,0,9,0,136
NF-NATIONAL SCIENCE FOUNDATION,614,23,1,0,0,215,78,0,0,931,3,1,7,0,16,16,6,0,49,0,980
NK-NATIONAL COUNCIL ON DISABILITY,4,2,1,0,0,1,0,0,0,8,0,0,0,0,1,5,0,0,6,0,14
NL-NATIONAL LABOR RELATIONS BOARD,1032,46,687,12,0,7,53,4,0,1841,2,23,19,1,6,1,2,0,54,0,1895
NM-NATIONAL MEDIATION BOARD,22,10,4,0,0,3,2,0,0,41,0,0,0,2,0,0,0,0,2,0,43
NN-NAT AERONAUTICS AND SPACE ADMINISTRATION,16112,917,103,196,0,53,404,3,534,18322,220,4,65,12,4,312,2,0,619,0,18941
NP-NATIONAL CAPITAL PLANNING COMMISSION,36,8,1,0,0,0,3,0,0,48,1,0,1,0,5,0,0,0,7,0,55
NQ-NAT ARCHIVES AND RECORDS ADMINISTRATION,1911,336,124,3,0,15,10,4,0,2403,26,8,173,1,1,0,0,0,209,0,2612
NS-NATIONAL SECURITY COUNCIL,0,0,39,0,0,0,0,0,0,39,0,1,0,0,0,0,0,0,1,0,40
NU-NUCLEAR REGULATORY COMMISSION,0,0,0,2,0,2670,141,0,0,2813,0,0,2,0,5,105,0,0,112,0,2925
NV08-IMMEDIATE OFC OF SEC OF NAVY,239,30,21,0,0,3,30,7,0,330,0,0,2,11,5,6,0,0,24,0,354
NV09-NAVY STAFF OFFICES,129,5,4,0,0,4,2,0,0,144,0,0,2,0,0,0,1,0,3,0,147
NV10-NAVY FIELD OFFICES,2046,174,1421,11,0,222,18,0,0,3892,39,24,33,0,0,2,0,0,98,0,3990
NV11-IMM OFC OF CHIEF OF NAVAL OPERATIONS,4468,792,471,12,0,576,17,0,0,6336,132,368,86,0,0,89,1,0,676,2,7014
NV14-OFFICE OF NAVAL RESEARCH,2820,213,42,41,0,13,51,0,0,3180,7,24,89,0,0,28,0,0,148,0,3328
NV15-NAVAL INTELLIGENCE COMMAND,0,0,23,0,0,938,0,0,0,961,0,0,0,0,0,31,0,0,31,0,992
NV18-NAVAL MEDICAL COMMAND,8542,685,124,9,0,327,1,0,0,9688,192,341,87,0,9,8,0,0,637,2,10327
NV19-NAVAL AIR SYSTEMS COMMAND,23831,994,84,30,0,430,50,0,0,25419,169,13,56,0,0,1,0,0,239,8,25666
NV22-BUREAU OF NAVAL PERSONNEL,1357,110,2,3,0,182,1,0,0,1655,32,0,1,0,0,1,0,0,34,0,1689
NV23-NAVAL SUPPLY SYSTEMS COMMAND,7841,83,45,5,0,32,6,0,0,8012,24,10,11,0,0,2,0,0,47,0,8059
NV24-NAVAL SEA SYSTEMS COMMAND,41770,2334,139,845,0,269,71,0,0,45428,268,6,120,0,0,4,0,0,398,0,45826
NV25-NAVAL FACILITIES ENGINEERING COMMAND,14102,245,81,9,0,41,8,0,0,14486,400,16,46,0,0,4,0,0,466,2,14954
NV27-U.S. MARINE CORPS,12691,638,47,5,0,396,13,0,0,13790,435,137,29,0,0,16,0,0,617,1,14408
NV30-SPECIAL PROJECTS OFFICE,741,16,7,1,0,6,7,0,0,778,1,0,2,0,0,0,0,0,3,0,781
NV33-MILITARY SEALIFT COMMAND,922,82,3037,2,0,40,3,0,0,4086,21,190,8,0,0,1,0,0,220,0,4306
