Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Total Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Total Non-permanent,Unspecified,Total Appointments
CT00-COMMODITY FUTURES TRADING COMMISSION,277,110,250,0,0,0,0,0,0,637,1,8,0,7,5,7,0,0,28,0,665
CU00-NATIONAL CREDIT UNION ADMINISTRATION,799,328,27,0,0,3,0,0,0,1157,5,3,0,7,3,0,0,0,18,0,1175
CX00-NATIONAL COMMISSION ON LIBRARIES AND INFORMATION SCIENCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,17,0,17
DB00-PUBLIC INTEREST DECLASSIFICATION BOARD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,0,8
DD01-OFFICE OF THE SECRETARY OF DEFENSE,1153,303,37,91,0,231,198,66,0,2079,4,14,2,78,25,187,5,0,315,0,2394
DD02-ORGANIZATION OF THE JOINT CHIEFS OF STAFF,211,133,0,0,0,3,8,0,0,355,2,0,0,2,0,1,0,0,5,0,360
DD04-DEFENSE INFORMATION SYSTEMS AGENCY,4419,1621,22,93,0,22,28,0,0,6205,14,6,25,0,0,7,0,0,52,0,6257
DD06-DEFENSE SECURITY COOPERATION AGENCY,449,102,13,24,0,3,5,0,0,596,3,46,16,0,0,50,0,0,115,0,711
DD07-DEFENSE LOGISTICS AGENCY,19954,4382,263,299,0,310,23,0,0,25231,226,33,31,0,0,3,1,0,294,0,25525
DD08-U.S. COURT OF APPEALS FOR THE ARMED FORCES,12,0,2,1,1,9,2,0,0,27,0,15,2,0,4,6,0,0,27,0,54
DD10-DEFENSE CONTRACT AUDIT AGENCY,3462,1294,19,12,0,10,17,0,0,4814,10,7,21,0,0,0,0,0,38,0,4852
DD12-DEFENSE SECURITY SERVICE,0,0,0,0,0,876,0,0,0,876,0,0,0,0,0,2,0,0,2,0,878
DD13-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,68,5,2,0,0,0,8,1,0,84,17,0,0,0,0,56,0,0,73,0,157
DD16-DEPARTMENT OF DEFENSE EDUCATION ACTIVITY,601,154,5114,1,0,4577,5,0,0,10452,31,4184,5,0,0,1262,0,0,5482,0,15934
DD21-WASHINGTON HEADQUARTERS SERVICES,1051,277,45,7,0,8,11,0,0,1399,6,78,8,14,0,85,2,0,193,0,1592
DD23-OFFICE OF ECONOMIC ADJUSTMENT,31,6,0,0,0,0,1,0,0,38,0,1,0,0,0,0,0,0,1,0,39
DD25-DEFENSE LEGAL SERVICES AGENCY,59,5,88,0,0,14,3,1,0,170,3,89,0,2,0,5,0,0,99,0,269
DD26-OFFICE OF THE INSPECTOR GENERAL,921,176,31,333,0,16,19,0,0,1496,11,23,8,0,1,1,1,0,45,0,1541
DD27-MISSILE DEFENSE AGENCY,1022,1092,49,6,0,8,19,0,0,2196,6,2,2,0,0,15,0,0,25,0,2221
DD29-DEFENSE TECHNOLOGY SECURITY ADMINISTRATION,126,7,1,0,0,0,2,0,0,136,1,0,0,0,0,0,0,0,1,0,137
DD34-DEFENSE COMMISSARY AGENCY,9451,3006,98,27,0,55,6,0,0,12643,152,457,1814,0,0,12,0,0,2435,1,15079
DD35-DEFENSE FINANCE AND ACCOUNTING SERVICE,9431,2581,49,19,0,41,21,0,0,12142,84,14,4,0,0,0,0,0,102,0,12244
DD48-DEFENSE HUMAN RESOURCES ACTIVITY,837,225,5,8,2,114,11,0,0,1202,27,0,1,0,0,27,0,0,55,0,1257
DD58-DEFENSE PRISONER OF WAR/MISSING PERSONNEL OFFICE,36,12,17,0,0,5,1,0,0,71,0,1,0,0,0,0,0,0,1,0,72
DD60-TRICARE MANAGEMENT ACTIVITY,3881,1543,166,7,0,85,8,0,0,5690,99,206,14,0,1,65,1,0,386,0,6076
DD61-DEFENSE THREAT REDUCTION AGENCY,925,214,59,3,0,18,11,1,0,1231,1,4,9,0,0,5,0,0,19,0,1250
DD63-DEFENSE CONTRACT MANAGEMENT AGENCY,8144,1813,99,31,0,55,11,0,0,10153,73,13,14,0,0,6,0,0,106,0,10259
DD65-PENTAGON FORCE PROTECTION AGENCY,920,301,1,1,0,11,3,0,0,1237,0,0,0,0,0,0,0,0,0,0,1237
DD68-DEPARTMENT OF DEFENSE TEST RESOURCE MANAGEMENT CENTER,23,4,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,28
DD69-NATIONAL DEFENSE UNIVERSITY,215,68,1,3,0,7,0,0,0,294,13,7,17,0,0,300,0,0,337,0,631
DD74-DEFENSE TECHNICAL INFORMATION CENTER,191,14,2,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,207
DD77-BUSINESS TRANSFORMATION AGENCY,7,0,0,2,0,0,0,0,0,9,1,9,0,0,0,1,0,0,11,0,20
DD80-DEFENSE MEDIA ACTIVITY,411,150,3,0,0,8,1,0,0,573,1,2,0,0,0,0,0,0,3,0,576
DD81-DEFENSE ACQUISITION UNIVERSITY,122,16,2,27,0,21,2,0,0,190,1,0,11,0,0,475,0,0,487,0,677
DF00-OFFICE OF THE FEDERAL COORDINATOR FOR ALASKA NATURAL GAS TRANSPORTATION PROJECTS,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,9,0,0,10,0,11
DG00-NORTHERN BORDER REGIONAL COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"DJ01-OFFICES, BOARDS AND DIVISIONS",2486,571,2913,21,0,279,197,47,0,6514,176,363,169,57,20,4,4,0,793,0,7307
DJ02-FEDERAL BUREAU OF INVESTIGATION,2,0,67,0,0,34977,254,0,1,35301,0,0,1,0,1,25,2,0,29,5,35335
DJ03-BUREAU OF PRISONS/FEDERAL PRISON SYSTEM,30999,5640,294,7,0,313,83,1,0,37337,7,49,63,0,0,0,0,0,119,0,37456
DJ06-DRUG ENFORCEMENT ADMINISTRATION,7582,877,454,550,0,64,50,0,0,9577,3,7,141,0,0,0,0,0,151,10,9738
DJ07-OFFICE OF JUSTICE PROGRAMS,507,89,29,1,0,2,14,4,0,646,5,3,3,8,4,0,0,0,23,0,669
DJ08-U.S. MARSHALS SERVICE,4244,850,14,17,0,490,14,0,0,5629,7,3,16,0,71,13,1,0,111,1,5741
DJ09-EXECUTIVE OFFICE FOR U.S. ATTORNEYS AND THE OFFICES OF THE U.S. ATTORNEYS,4541,836,51,33,0,5166,12,0,0,10639,84,13,407,2,83,467,0,0,1056,0,11695
DJ10-OFFICE OF THE INSPECTOR GENERAL,344,66,14,7,0,5,9,0,0,445,0,5,23,0,0,0,0,0,28,0,473
DJ11-U.S. TRUSTEE PROGRAM,141,4,283,666,0,121,4,0,0,1219,0,23,1,0,0,3,0,0,27,0,1246
DJ12-EXECUTIVE OFFICE FOR IMMIGRATION REVIEW,715,117,424,1,0,17,5,0,0,1279,0,158,96,0,0,0,0,0,254,0,1533
DJ14-COMMUNITY RELATIONS SERVICE,30,12,0,0,0,2,0,0,0,44,0,0,0,1,0,0,0,0,1,0,45
"DJ15-BUREAU OF ALCOHOL, TOBACCO, FIREARMS, AND EXPLOSIVES",4495,344,39,2,0,77,45,0,0,5002,0,0,33,0,0,0,0,0,33,0,5035
DLAA-OFFICE OF THE SECRETARY OF LABOR,144,10,16,1,0,59,2,6,0,238,5,45,5,26,2,6,1,0,90,0,328
DLAM-OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,544,84,22,18,0,14,8,1,0,691,5,2,21,0,1,0,2,0,31,0,722
DLBL-BUREAU OF INTERNATIONAL LABOR AFFAIRS,68,15,7,0,0,0,2,2,0,94,0,0,1,2,0,0,0,0,3,0,97
DLCA-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,4,0,0,0,0,0,0,2,0,6,0,0,0,18,1,0,0,0,19,0,25
DLCF-OFFICE OF THE CHIEF FINANCIAL OFFICER,74,18,0,5,0,0,3,0,0,100,1,0,0,0,1,0,0,0,2,0,102
DLEH-OFFICE OF DISABILITY EMPLOYMENT POLICY,25,4,11,1,0,1,0,0,0,42,3,3,0,2,1,0,0,0,9,0,51
DLET-EMPLOYMENT AND TRAINING ADMINISTRATION,872,207,2,6,0,16,11,1,0,1115,21,0,2,2,1,2,0,0,28,3,1146
DLIG-OFFICE OF THE INSPECTOR GENERAL,338,44,8,5,0,13,8,0,0,416,1,0,0,0,0,0,0,0,1,0,417
DLLS-BUREAU OF LABOR STATISTICS,1906,508,1,1,0,6,18,0,0,2440,4,3,3,0,1,0,0,0,11,0,2451
DLMS-MINE SAFETY AND HEALTH ADMINISTRATION,1830,405,1,4,0,31,9,0,0,2280,29,0,17,2,1,0,0,0,49,1,2330
DLOF-OFFICE OF FEDERAL CONTRACT COMPLIANCE PROGRAMS,463,220,11,5,0,15,5,2,0,721,3,1,15,1,0,0,0,0,20,1,742
DLOL-OFFICE OF LABOR-MANAGEMENT STANDARDS,218,10,0,0,0,3,7,1,0,239,0,0,0,0,0,0,0,0,0,0,239
DLOW-OFFICE OF WORKERS' COMPENSATION PROGRAMS,1326,152,14,3,0,7,3,0,1,1506,54,1,6,0,0,0,1,1,63,0,1569
DLPA-OFFICE OF PUBLIC AFFAIRS,38,6,1,0,0,2,1,1,0,49,0,0,0,11,0,0,0,0,11,0,60
DLPE-OFFICE OF THE ASSISTANT SECRETARY FOR POLICY,16,3,0,0,0,0,2,2,0,23,0,0,2,3,1,0,0,0,6,0,29
DLPW-EMPLOYEE BENEFITS SECURITY ADMINISTRATION,712,136,4,22,0,8,10,1,0,893,1,1,18,0,1,12,0,0,33,0,926
DLSH-OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION,1773,395,22,4,0,19,10,1,0,2224,2,4,33,2,1,0,0,0,42,6,2272
DLSL-OFFICE OF THE SOLICITOR,148,15,259,1,0,205,19,1,0,648,12,71,2,2,1,7,0,0,95,1,744
DLVE-VETERANS EMPLOYMENT AND TRAINING SERVICES,159,34,1,0,0,12,2,1,0,209,3,1,0,0,0,0,0,0,4,0,213
DLWB-WOMEN'S BUREAU,43,3,1,3,0,0,0,1,0,51,0,0,0,3,1,0,0,0,4,0,55
DLWH-WAGE AND HOUR DIVISION,1140,485,20,9,0,63,6,1,0,1724,10,7,36,3,0,0,0,0,56,0,1780
DN00-DEPARTMENT OF ENERGY,10867,2013,337,126,1,512,385,22,1,14264,143,24,80,67,11,300,3,0,628,1,14893
DNFE-FEDERAL ENERGY REGULATORY COMMISSION,847,297,135,11,0,119,41,1,0,1451,0,13,14,5,5,0,0,0,37,0,1488
DQ00-DENALI COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,18
EB00-EXPORT-IMPORT BANK OF THE UNITED STATES,284,62,25,0,0,0,0,0,0,371,10,3,0,12,4,1,0,0,30,0,401
EC00-OFFICE OF ADMINISTRATION,124,28,45,2,1,4,0,0,0,204,1,2,1,0,1,5,0,0,10,0,214
EDEA-IMMEDIATE OFFICE OF THE SECRETARY OF EDUCATION,57,7,2,1,0,0,3,3,0,73,0,2,0,25,1,1,0,0,29,0,102
EDEB-OFFICE OF THE DUTY SECRETARY OF EDUCATION,30,10,8,0,0,0,5,1,0,54,1,2,3,10,1,2,0,0,19,0,73
EDEC-OFFICE FOR CIVIL RIGHTS,256,20,303,0,0,10,4,1,0,594,1,2,16,3,1,3,0,0,26,0,620
"EDED-OFFICE OF PLANNING, EVALUATION AND POLICY DEVELOPMENT",89,15,4,0,0,0,6,1,0,115,0,1,2,9,1,12,1,0,26,0,141
EDEE-OFFICE OF THE UNDER SECRETARY,7,2,0,0,0,0,0,0,0,9,0,0,5,17,1,4,0,0,27,0,36
EDEF-OFFICE OF INSPECTOR GENERAL,243,37,4,1,0,10,8,0,0,303,12,2,4,0,1,0,0,0,19,0,322
EDEG-OFFICE OF THE GENERAL COUNSEL,17,1,64,0,0,11,8,1,0,102,0,0,0,5,0,0,0,0,5,0,107
EDEH-OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,177,31,32,9,0,8,3,3,0,263,0,0,2,2,2,12,0,0,18,0,281
EDEI-OFFICE OF THE CHIEF INFORMATION OFFICER,108,17,0,0,0,1,6,0,0,132,0,0,4,0,0,0,0,0,4,0,136
EDEJ-OFFICE OF LEGISLATION AND CONGRESSIONAL AFFAIRS,6,4,2,0,0,0,0,0,0,12,0,0,1,7,1,0,0,0,9,0,21
EDEL-OFFICE OF THE CHIEF FINANCIAL OFFICER,152,21,2,3,0,1,3,0,0,182,0,0,9,0,0,0,0,0,9,0,191
EDEM-OFFICE OF MANAGEMENT,150,20,7,2,0,3,4,0,0,186,1,0,5,0,0,0,0,0,6,0,192
EDEN-FEDERAL STUDENT AID,819,216,2,7,0,169,9,0,0,1222,1,0,15,0,0,1,0,0,17,0,1239
EDEO-OFFICE OF COMMUNICATIONS AND OUTREACH,72,14,1,0,0,2,1,0,0,90,0,0,5,14,1,18,0,0,38,0,128
EDEP-OFFICE OF POSTSECONDARY EDUCATION,161,31,1,2,0,2,4,1,0,202,0,0,3,2,2,55,0,0,62,0,264
EDEQ-OFFICE OF SAFE AND DRUG-FREE SCHOOLS,31,5,0,1,0,0,1,0,0,38,0,0,1,2,0,0,0,0,3,0,41
EDER-INSTITUTE OF EDUCATION SCIENCES,122,19,0,0,0,1,4,0,0,146,0,0,3,0,2,51,0,0,56,0,202
EDES-OFFICE OF ELEMENTARY AND SECONDARY EDUCATION,158,53,1,0,0,1,1,0,0,214,0,0,0,9,0,32,0,0,41,0,255
EDET-OFFICE OF ENGLISH LANGUAGE ACQUISITION,17,3,0,0,0,0,0,1,0,21,0,0,0,1,0,0,0,0,1,0,22
EDEU-OFFICE OF INNOVATION AND IMPROVEMENT,55,30,2,1,0,0,1,1,0,90,0,1,5,3,0,2,0,0,11,0,101
EDEV-OFFICE OF VOCATIONAL AND ADULT EDUCATION,64,8,1,0,0,0,2,1,0,76,0,1,0,6,1,3,0,0,11,0,87
EDEX-NATIONAL INSTITUTE FOR LITERACY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
EDEY-ADVISORY COUNCILS AND COMMITTEES,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,17,0,0,17,0,20
EDEZ-NATIONAL ASSESSMENT GOVERNING BOARD,5,1,0,0,0,0,0,0,0,6,0,0,0,0,0,32,0,0,32,0,38
EE00-EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,1429,441,549,0,0,2,27,3,0,2451,1,5,14,1,6,1,0,0,28,0,2479
EO00-MORRIS K. UDALL AND STEWART L. UDALL FOUNDATION,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,45,0,0,51,0,55
EP00-ENVIRONMENTAL PROTECTION AGENCY,13897,1644,1100,188,0,127,255,30,0,17241,52,134,271,24,13,1028,6,0,1528,8,18777
EQ00-COUNCIL ON ENVIRONMENTAL QUALITY/OFFICE OF ENVIRONMENTAL QUALITY,2,0,1,0,0,0,0,0,0,3,0,3,0,6,2,9,0,0,20,0,23
EW00-TRADE AND DEVELOPMENT AGENCY,23,6,4,0,0,0,3,0,0,36,0,1,0,0,0,6,0,0,7,0,43
FC00-FEDERAL COMMUNICATIONS COMMISSION,1087,64,509,0,0,12,34,3,0,1709,8,13,32,3,4,14,1,0,75,0,1784
FD00-FEDERAL DEPOSIT INSURANCE CORPORATION,4232,872,309,58,0,36,0,0,0,5507,1617,1093,127,3,3,8,0,0,2851,0,8358
FI00-FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL,6,3,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
FJ00-CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,19,11,2,0,0,3,2,0,0,37,0,0,1,0,3,0,0,0,4,0,41
FK00-FARM CREDIT SYSTEM INSURANCE CORPORATION,9,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
FL00-FARM CREDIT ADMINISTRATION,217,50,13,0,0,1,0,0,0,281,1,0,3,3,3,0,0,0,10,0,291
FM00-FEDERAL MEDIATION AND CONCILIATION SERVICE,56,5,3,0,0,176,3,0,0,243,0,0,0,0,1,0,0,0,1,0,244
FQ01-OFFICE OF THE DIRECTOR,677,161,2,0,0,0,7,0,0,847,8,0,12,0,0,0,0,0,20,0,867
FQ02-PRETRIAL SERVICES AGENCY,317,54,1,0,0,0,2,0,0,374,2,0,0,0,0,0,0,0,2,0,376
FRFT-BUREAU OF CONSUMER FINANCIAL PROTECTION,149,144,112,7,0,86,0,0,0,498,71,29,6,0,0,43,0,0,149,0,647
FT00-FEDERAL TRADE COMMISSION,342,77,579,3,0,2,32,7,0,1042,65,5,9,2,5,6,1,0,93,0,1135
FW00-OFFICE OF SPECIAL COUNSEL,40,1,55,0,0,4,2,1,0,103,0,2,1,3,1,0,0,0,7,0,110
GB00-OVERSEAS PRIVATE INVESTMENT CORPORATION,129,38,18,0,0,9,0,0,0,194,7,1,2,0,11,7,0,0,28,0,222
GE00-BARRY GOLDWATER SCHOLARSHIP AND EXCELLENCE IN EDUCATION FOUNDATION,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,0,0,5,0,6
GG00-OFFICE OF GOVERNMENT ETHICS,42,11,12,0,0,0,5,0,0,70,0,4,0,0,0,1,0,0,5,0,75
GJ00-PRESIDIO TRUST,0,0,0,0,0,298,0,0,0,298,0,0,0,0,0,27,0,0,27,0,325
GM00-VALLES CALDERA TRUST,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,37,0,0,37,0,57
GO00-VIETNAM EDUCATION FOUNDATION,0,0,0,0,0,5,0,0,0,5,0,0,0,0,4,2,0,0,6,0,11
GQ00-ELECTION ASSISTANCE COMMISSION,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,43,0,0,44,0,46
GS01-IMMEDIATE OFFICE OF THE ADMINISTRATOR,10,3,0,0,0,0,2,4,0,19,0,4,0,3,1,0,0,0,8,0,27
GS03-PUBLIC BUILDINGS SERVICE,5450,1062,34,52,0,24,23,2,0,6647,46,28,11,0,0,0,1,0,86,0,6733
GS04-OFFICE OF CIVIL RIGHTS,11,4,1,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,17
GS10-OFFICE OF SMALL BUSINESS UTILIZATION,10,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,1,0,12
GS11-OFFICE OF THE CHIEF FINANCIAL OFFICER,418,95,2,2,0,0,3,0,0,520,0,0,1,0,0,0,0,0,1,0,521
GS12-OFFICE OF GENERAL COUNSEL,21,1,109,0,0,6,6,1,0,144,0,3,0,0,0,0,0,0,3,0,147
GS13-CIVILIAN BOARD OF CONTRACT APPEALS,17,0,17,0,0,1,0,0,0,35,0,0,0,0,0,0,0,0,0,0,35
GS14-OFFICE OF THE CHIEF HUMAN CAPITAL OFFICER,219,17,1,1,0,2,5,0,0,245,2,5,1,0,0,0,0,0,8,0,253
GS15-OFFICE OF INSPECTOR GENERAL,234,50,5,4,0,6,7,0,0,306,7,0,1,0,1,0,0,0,9,0,315
GS16-OFFICE OF THE CHIEF ACQUISITION OFFICER,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
GS19-OFFICE OF CITIZEN SERVICES AND INNOVATIVE TECHNOLOGIES,72,15,0,1,0,0,4,1,0,93,0,3,1,0,0,0,0,0,4,0,97
GS20-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,7,1,0,1,0,0,0,1,0,10,0,0,1,4,0,0,0,0,5,0,15
GS22-OFFICES OF THE REGIONAL ADMINISTRATORS,17,2,0,0,0,30,0,1,0,50,0,0,1,18,0,1,0,0,20,0,70
GS26-OFFICE OF GOVERNMENTWIDE POLICY,180,27,3,0,0,1,8,1,0,220,2,10,0,2,0,0,0,0,14,0,234
GS28-OFFICE OF THE CHIEF INFORMATION OFFICER,195,19,1,0,0,0,4,0,0,219,0,3,0,0,0,0,0,0,3,0,222
GS30-FEDERAL ACQUISITION SERVICE,3232,608,14,29,0,26,25,0,0,3934,15,12,2,0,0,1,0,0,30,0,3964
GS31-OFFICE OF EMERGENCY RESPONSE AND RECOVERY,11,11,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,23
GS32-OFFICE OF COMMUNICATIONS AND MARKETING,35,6,0,0,0,0,0,0,0,41,0,4,1,5,0,0,0,0,10,0,51
GW00-INTERNATIONAL BOUNDARY AND WATER COMMISSION:  UNITED STATES AND MEXICO,174,48,4,1,0,2,0,0,0,229,20,0,17,0,1,0,0,0,38,0,267
GX00-INTERNATIONAL BOUNDARY COMMISSION:  UNITED STATES AND CANADA,2,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
GY00-INTERNATIONAL JOINT COMMISSION:  UNITED STATES AND CANADA,5,5,1,0,0,1,0,0,0,12,2,0,0,1,3,0,0,0,6,0,18
HB00-COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,18,5,3,0,0,0,1,0,0,27,0,0,0,0,3,1,0,0,4,0,31
HD00-U.S. HOLOCAUST MEMORIAL MUSEUM,165,18,2,0,0,3,0,0,0,188,0,0,0,0,0,0,0,0,0,0,188
HE10-OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,2969,1069,573,66,0,89,99,37,0,4902,61,181,94,55,8,11212,3,0,11614,1,16517
HE11-PROGRAM SUPPORT CENTER,554,154,4,4,0,5,6,0,0,727,5,12,14,0,0,12,0,0,43,0,770
HE12-ADMINISTRATION ON AGING,86,30,0,1,0,0,3,1,0,121,0,2,0,1,1,14,0,0,18,0,139
HE31-OFFICE OF THE ASSISTANT SECRETARY FOR HEALTH,11,9,0,0,0,0,1,0,0,21,0,0,0,0,0,1,0,0,1,0,22
HE32-SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,381,90,4,2,0,1,12,0,0,490,1,21,0,0,1,73,0,0,96,0,586
HE33-AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,197,65,0,0,0,3,4,0,0,269,4,2,1,0,0,41,0,0,48,0,317
HE34-HEALTH RESOURCES AND SERVICES ADMINISTRATION,1070,485,6,5,0,6,25,1,0,1598,5,22,40,1,0,219,0,0,287,0,1885
HE35-AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY,149,19,2,1,0,0,0,0,0,171,0,0,0,0,0,1,0,0,1,0,172
HE36-FOOD AND DRUG ADMINISTRATION,7959,3077,98,25,0,83,48,2,0,11292,101,117,273,1,1,3447,0,0,3940,0,15232
HE37-INDIAN HEALTH SERVICE,9179,1335,2606,0,0,71,17,1,0,13209,88,296,4,0,1,18,0,0,407,2,13618
HE38-NATIONAL INSTITUTES OF HEALTH,10967,2064,87,67,0,131,54,0,0,13370,74,43,165,0,2,5930,0,0,6214,0,19584
HE39-CENTERS FOR DISEASE CONTROL AND PREVENTION,6653,1576,172,48,0,80,32,1,0,8562,113,2,66,0,0,1439,0,0,1620,0,10182
HE70-CENTERS FOR MEDICARE & MEDICAID SERVICES,3628,1440,33,15,0,27,63,10,0,5216,1,8,8,3,1,77,0,0,98,1,5315
HE90-ADMINISTRATION FOR CHILDREN AND FAMILIES,930,307,22,1,0,5,10,7,0,1282,2,3,4,7,2,3,0,0,21,0,1303
HF00-FEDERAL HOUSING FINANCE AGENCY,419,113,21,3,0,29,0,0,0,585,15,6,6,0,1,5,0,0,33,0,618
HP00-ADVISORY COUNCIL ON HISTORIC PRESERVATION,0,0,0,0,0,34,1,0,0,35,0,0,0,0,9,11,0,0,20,0,55
HSAA-DHS HEADQUARTERS,1599,1269,159,48,0,34,97,26,0,3232,25,37,60,62,8,8,8,1,209,0,3441
HSAB-CITIZENSHIP AND IMMIGRATION SERVICES,8718,1288,178,48,0,124,48,3,0,10407,21,0,74,2,1,115,0,0,213,0,10620
HSAC-U.S. COAST GUARD,6224,1675,99,34,0,242,19,0,1,8294,238,12,110,0,0,62,0,0,422,0,8716
HSAD-U.S. SECRET SERVICE,5473,242,11,1,0,20,52,0,1,5800,5,18,1195,0,0,7,0,0,1225,0,7025
HSAE-OFFICE OF THE INSPECTOR GENERAL,520,126,11,3,0,2,12,0,0,674,1,7,38,0,0,43,0,0,89,0,763
HSBB-IMMIGRATION AND CUSTOMS ENFORCEMENT,15781,2766,944,43,0,230,67,3,0,19834,120,4,204,4,1,9,2,0,344,0,20178
HSBC-TRANSPORTATION SECURITY ADMINISTRATION,0,0,0,0,0,64839,0,0,0,64839,0,0,0,0,0,338,0,0,338,0,65177
HSBD-CUSTOMS AND BORDER PROTECTION,46064,12042,534,81,0,243,103,3,0,59070,112,13,163,5,1,6,1,0,301,0,59371
HSBE-FEDERAL LAW ENFORCEMENT TRAINING CENTER,887,127,17,9,0,19,10,0,0,1069,44,52,10,0,0,19,0,0,125,0,1194
HSCA-NATIONAL PROTECTION AND PROGRAMS DIRECTORATE,1776,794,42,2,0,69,29,4,0,2716,13,0,11,7,1,3,4,0,39,0,2755
HSCB-FEDERAL EMERGENCY MANAGEMENT AGENCY,2828,1602,258,4,0,53,47,14,0,4806,108,107,115,9,4,13272,1,0,13616,0,18422
HSDA-DOMESTIC NUCLEAR DETECTION OFFICE,65,31,0,0,0,0,5,1,0,102,1,0,1,0,0,1,0,0,3,0,105
HSFA-SCIENCE AND TECHNOLOGY DIRECTORATE,301,117,0,4,0,4,19,0,0,445,2,0,17,0,1,10,0,0,30,0,475
HT00-HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,3,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,5
HU**-UNSPECIFIED,15,7,12,1,0,1,1,2,0,39,0,0,2,4,0,0,0,0,6,0,45
HU01-OFFICE OF THE SENIOR COORDINATOR FOR NEW ENGLAND,182,19,24,0,0,1,0,0,0,226,1,1,6,1,0,0,0,0,9,0,235
HU02-OFFICE OF THE SENIOR COORDINATOR FOR NEW YORK/NEW JERSEY,328,25,31,3,0,3,0,1,0,391,0,0,6,0,0,0,0,0,6,0,397
HU03-OFFICE OF THE SENIOR COORDINATOR FOR MID-ATLANTIC,538,55,27,0,0,0,0,0,0,620,4,2,14,1,0,0,0,0,21,0,641
HU04-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHEAST/CARIBBEAN,827,83,46,6,0,6,0,1,0,969,6,1,20,0,0,0,0,0,27,0,996
HU05-OFFICE OF THE SENIOR COORDINATOR FOR MIDWEST,524,61,46,0,0,0,1,1,0,633,2,0,13,0,0,0,0,0,15,0,648
HU06-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHWEST,474,38,32,1,0,6,2,0,0,553,7,2,5,0,0,1,0,0,15,0,568
HU07-OFFICE OF THE SENIOR COORDINATOR FOR GREAT PLAINS,156,13,15,2,0,3,0,0,0,189,0,0,7,1,0,0,0,0,8,0,197
HU08-OFFICE OF THE SENIOR COORDINATOR FOR ROCKY MOUNTAINS,260,55,24,0,0,4,0,0,0,343,0,0,6,1,0,0,0,0,7,0,350
HU09-OFFICE OF THE SENIOR COORDINATOR FOR PACIFIC/HAWAII,497,59,35,4,0,2,0,1,0,598,1,0,12,0,0,0,0,0,13,0,611
HU10-OFFICE OF THE SENIOR COORDINATOR FOR NORTHWEST/ALASKA,155,32,17,0,0,0,0,0,0,204,0,0,9,1,0,0,0,0,10,0,214
