Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Total Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Total Non-permanent,Unspecified,Total Appointments
CM55-INTERNATIONAL TRADE ADMINISTRATION,1138,196,18,22,0,192,23,11,0,1600,21,14,28,40,1,68,0,0,172,0,1772
CM56-PATENT AND TRADEMARK OFFICE,5240,1491,465,4,0,26,42,1,0,7269,4,3,38,4,1,18,0,0,68,0,7337
CM57-NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,2244,280,0,7,0,1,29,0,0,2561,65,125,155,0,1,10,0,0,356,0,2917
CM59-MINORITY BUSINESS DEVELOPMENT AGENCY,74,11,0,0,0,0,1,2,0,88,3,0,2,2,0,6,0,0,13,0,101
CM61-NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION,180,40,13,2,0,0,8,2,0,245,1,3,12,3,1,0,0,0,20,0,265
CM62-NATIONAL TECHNICAL INFORMATION SERVICE,142,9,0,0,0,0,1,0,0,152,0,0,0,0,0,0,0,0,0,0,152
CM63-BUREAU OF THE CENSUS,4894,1166,4520,2,0,44,31,1,0,10658,38,2262,39,4,1,10,0,0,2354,0,13012
CM64-OFFICE OF THE INSPECTOR GENERAL,87,20,6,0,0,0,5,0,0,118,1,0,0,0,1,2,0,0,4,0,122
CM65-ECONOMICS AND STATISTICS ADMINISTRATION,38,6,0,0,0,0,4,2,0,50,0,0,0,1,0,0,0,0,1,0,51
CM67-BUREAU OF INDUSTRY AND SECURITY,298,37,0,0,0,4,10,0,0,349,0,3,1,3,1,0,0,0,8,0,357
CT00-COMMODITY FUTURES TRADING COMMISSION,300,22,166,0,0,0,0,0,0,488,2,4,4,7,5,1,0,0,23,0,511
CU00-NATIONAL CREDIT UNION ADMINISTRATION,755,91,18,0,1,4,0,0,0,869,1,0,1,2,2,24,0,0,30,0,899
CX00-NATIONAL COMMISSION ON LIBRARIES AND INFORMATION SCIENCE,0,0,0,0,0,4,0,1,0,5,0,0,0,0,2,17,0,0,19,0,24
DD01-OFFICE OF THE SECRETARY OF DEFENSE,812,100,40,64,0,85,181,56,0,1338,1,13,0,73,15,100,9,0,211,0,1549
DD02-ORGANIZATION OF THE JOINT CHIEFS OF STAFF,158,28,0,0,0,1,4,0,0,191,3,1,0,2,0,1,0,0,7,0,198
DD04-DEFENSE INFORMATION SYSTEMS AGENCY,4028,588,20,85,0,32,28,0,0,4781,22,10,95,0,0,1,0,0,128,0,4909
DD06-DEFENSE SECURITY COOPERATION AGENCY,144,20,3,24,0,1,5,0,0,197,2,2,3,0,0,0,0,0,7,0,204
DD07-DEFENSE LOGISTICS AGENCY,17765,1504,163,429,0,234,23,0,0,20118,866,150,123,0,0,243,1,0,1383,0,21501
DD08-U.S. COURT OF APPEALS FOR THE ARMED FORCES,13,0,4,0,1,17,2,0,0,37,0,0,0,0,5,15,0,0,20,0,57
DD09-AMERICAN FORCES INFORMATION SERVICE,206,30,3,0,0,0,1,0,0,240,1,1,1,0,0,0,0,0,3,0,243
DD10-DEFENSE CONTRACT AUDIT AGENCY,3284,313,12,433,0,2,15,0,0,4059,4,5,44,0,0,0,0,0,53,0,4112
DD12-DEFENSE SECURITY SERVICE,434,51,21,3,0,9,3,0,0,521,1,3,0,0,0,0,0,0,4,0,525
DD13-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,76,13,2,0,0,0,10,1,0,102,22,0,0,0,0,45,0,0,67,0,169
DD16-DEPARTMENT OF DEFENSE EDUCATION ACTIVITY,782,142,5409,0,0,3866,6,0,0,10205,41,4609,6,0,0,1578,0,0,6234,0,16439
DD21-WASHINGTON HEADQUARTERS SERVICES,865,83,35,7,0,3,10,0,0,1003,8,33,8,20,0,89,6,0,164,0,1167
DD23-OFFICE OF ECONOMIC ADJUSTMENT,26,4,5,0,0,0,1,0,0,36,0,0,0,0,0,0,0,0,0,0,36
DD25-DEFENSE LEGAL SERVICES AGENCY,42,10,49,0,0,13,2,0,0,116,17,33,0,0,0,0,0,0,50,0,166
DD26-OFFICE OF THE INSPECTOR GENERAL,744,80,19,478,0,22,19,0,0,1362,1,1,8,0,0,1,0,0,11,0,1373
DD27-MISSILE DEFENSE AGENCY,489,110,22,29,0,6,17,0,0,673,0,0,3,0,0,0,0,0,3,0,676
DD29-DEFENSE TECHNOLOGY SECURITY ADMINISTRATION,111,20,1,0,0,0,1,0,0,133,0,0,0,0,0,0,0,0,0,0,133
DD34-DEFENSE COMMISSARY AGENCY,9091,2648,23,8,0,87,5,0,0,11862,546,961,1916,5,0,29,0,0,3457,0,15319
DD35-DEFENSE FINANCE AND ACCOUNTING SERVICE,11399,1003,53,251,0,88,23,0,0,12817,519,19,32,0,0,0,1,0,571,0,13388
DD48-DEFENSE HUMAN RESOURCES ACTIVITY,660,87,4,21,0,3,10,1,0,786,3,0,2,1,0,1,2,0,9,0,795
DD58-DEFENSE PRISONER OF WAR/MISSING PERSONNEL OFFICE,22,5,31,0,0,3,0,0,0,61,0,0,0,1,0,0,0,0,1,0,62
DD60-TRICARE MANAGEMENT ACTIVITY,272,63,17,1,0,2,5,0,0,360,10,1,4,0,0,12,0,0,27,0,387
DD61-DEFENSE THREAT REDUCTION AGENCY,766,252,38,9,0,3,13,0,0,1081,13,7,12,0,0,3,0,0,35,0,1116
DD63-DEFENSE CONTRACT MANAGEMENT AGENCY,9423,631,111,199,0,124,8,0,0,10496,27,7,4,0,0,1,0,0,39,0,10535
DD65-PENTAGON FORCE PROTECTION AGENCY,390,357,1,0,0,0,2,0,0,750,1,10,0,0,0,0,0,0,11,0,761
DD68-DEPARTMENT OF DEFENSE TEST RESOURCE MANAGEMENT CENTER,13,4,0,0,0,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0,19
DD69-NATIONAL DEFENSE UNIVERSITY,224,35,0,0,0,3,0,0,0,262,56,7,13,0,0,217,0,0,293,0,555
DD74-DEFENSE TECHNICAL INFORMATION CENTER,272,18,0,0,0,1,0,0,0,291,0,0,0,0,0,0,0,0,0,0,291
DJ**-UNSPECIFIED,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"DJ01-OFFICES, BOARDS AND DIVISIONS",2481,374,2243,8,0,352,171,42,0,5671,222,214,226,56,16,5,1,0,740,0,6411
DJ02-FEDERAL BUREAU OF INVESTIGATION,0,0,0,0,0,29448,228,0,0,29676,0,0,0,0,0,67,0,0,67,0,29743
DJ03-BUREAU OF PRISONS/FEDERAL PRISON SYSTEM,28815,4701,208,5,0,491,60,1,0,34281,5,23,60,0,0,2,0,0,90,0,34371
DJ06-DRUG ENFORCEMENT ADMINISTRATION,6903,478,426,1368,0,109,62,0,0,9346,4,5,119,4,1,0,1,0,134,1,9481
DJ07-OFFICE OF JUSTICE PROGRAMS,470,78,21,0,0,3,11,3,0,586,4,13,9,11,5,0,0,0,42,0,628
DJ08-U.S. MARSHALS SERVICE,3551,668,12,32,1,118,13,1,0,4396,3,0,0,0,3,85,0,0,91,0,4487
DJ09-EXECUTIVE OFFICE FOR U.S. ATTORNEYS AND THE OFFICES OF THE U.S. ATTORNEYS,4439,897,43,31,0,4886,4,2,0,10302,87,3,485,14,79,372,0,0,1040,0,11342
DJ10-OFFICE OF THE INSPECTOR GENERAL,305,55,15,0,0,13,6,0,0,394,1,1,26,0,1,0,0,0,29,0,423
DJ11-U.S. TRUSTEE PROGRAM,139,11,223,628,0,134,2,0,0,1137,1,10,0,0,0,2,0,0,13,0,1150
DJ12-EXECUTIVE OFFICE FOR IMMIGRATION REVIEW,630,64,335,0,0,29,7,0,0,1065,1,35,37,0,0,13,0,0,86,0,1151
DJ14-COMMUNITY RELATIONS SERVICE,35,6,1,0,0,2,0,0,0,44,0,0,0,0,1,0,0,0,1,0,45
"DJ15-BUREAU OF ALCOHOL, TOBACCO, FIREARMS, AND EXPLOSIVES",4052,152,7,192,0,83,27,1,0,4514,1,3,340,1,0,6,0,0,351,0,4865
DLAA-OFFICE OF THE SECRETARY OF LABOR,182,5,10,1,0,75,1,6,0,280,0,22,4,33,2,4,0,0,65,5,350
DLAM-OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,585,46,5,30,0,9,10,0,0,685,2,1,17,4,1,0,0,0,25,0,710
DLBL-BUREAU OF INTERNATIONAL LABOR AFFAIRS,59,10,3,0,0,5,1,0,0,78,7,0,0,0,0,1,0,0,8,1,87
DLCA-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,7,0,0,0,0,0,0,0,0,7,0,0,0,22,1,0,0,0,23,1,31
DLCF-OFFICE OF THE CHIEF FINANCIAL OFFICER,54,11,1,2,0,0,2,0,0,70,0,0,3,2,1,0,0,0,6,0,76
DLEH-OFFICE OF DISABILITY EMPLOYMENT POLICY,23,11,8,0,0,1,2,0,0,45,0,5,1,3,1,0,0,0,10,0,55
DLES-EMPLOYMENT STANDARDS ADMINISTRATION,3313,300,6,70,0,30,18,1,0,3738,17,1,37,7,1,0,0,0,63,3,3804
DLET-EMPLOYMENT AND TRAINING ADMINISTRATION,960,126,10,7,0,7,16,0,0,1126,5,1,5,4,1,3,0,0,19,2,1147
DLIG-OFFICE OF THE INSPECTOR GENERAL,345,54,4,5,0,15,7,0,0,430,2,0,2,0,1,0,0,0,5,0,435
DLLS-BUREAU OF LABOR STATISTICS,2135,341,1,2,0,6,17,0,0,2502,0,0,6,0,1,9,0,0,16,0,2518
DLMS-MINE SAFETY AND HEALTH ADMINISTRATION,1775,258,0,87,0,6,10,1,0,2137,0,0,6,2,0,0,0,0,8,0,2145
DLPA-OFFICE OF PUBLIC AFFAIRS,39,6,0,0,0,0,1,0,0,46,1,0,1,9,1,0,0,0,12,1,59
DLPE-OFFICE OF THE ASSISTANT SECRETARY FOR POLICY,30,2,0,0,0,0,3,1,0,36,0,0,0,3,1,0,0,0,4,0,40
DLPW-EMPLOYEE BENEFITS SECURITY ADMINISTRATION,667,92,1,49,0,9,15,1,0,834,1,2,21,1,1,15,0,0,41,0,875
DLSH-OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION,1909,171,3,9,0,5,16,0,0,2113,3,0,5,3,0,1,0,0,12,5,2130
DLSL-OFFICE OF THE SOLICITOR,157,13,124,0,0,304,20,1,0,619,2,0,1,2,1,1,0,0,7,0,626
DLVE-VETERANS EMPLOYMENT AND TRAINING SERVICES,183,33,0,0,0,8,3,0,0,227,3,0,1,3,1,2,0,0,10,0,237
DLWB-WOMEN'S BUREAU,48,4,0,0,0,0,0,0,0,52,0,0,0,2,1,0,0,0,3,0,55
DN00-DEPARTMENT OF ENERGY,11848,1185,253,145,0,781,410,31,2,14655,38,21,69,78,15,86,10,0,317,1,14973
EB00-EXPORT-IMPORT BANK OF THE UNITED STATES,304,51,24,0,0,0,0,0,0,379,0,1,1,8,3,1,0,0,14,0,393
EC00-OFFICE OF ADMINISTRATION,113,35,47,0,0,4,0,0,0,199,2,7,5,0,1,3,0,0,18,0,217
EDEA-IMMEDIATE OFFICE OF THE SECRETARY OF EDUCATION,68,3,2,0,0,0,2,5,0,80,2,0,2,34,1,5,0,0,44,0,124
EDEB-OFFICE OF THE DUTY SECRETARY OF EDUCATION,1,1,3,0,0,0,0,1,0,6,1,0,0,4,1,0,0,0,6,0,12
EDEC-OFFICE FOR CIVIL RIGHTS,385,18,188,3,0,18,2,1,0,615,1,4,25,3,0,0,0,0,33,0,648
"EDED-OFFICE OF PLANNING, EVALUATION AND POLICY DEVELOPMENT",86,11,9,0,0,0,7,0,0,113,1,0,0,3,1,1,0,0,6,0,119
EDEE-OFFICE OF THE UNDER SECRETARY,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2
EDEF-OFFICE OF INSPECTOR GENERAL,232,46,3,11,0,2,7,0,0,301,1,0,0,0,1,0,0,0,2,0,303
EDEG-OFFICE OF THE GENERAL COUNSEL,24,0,58,0,0,15,5,1,0,103,0,3,2,3,0,0,0,0,8,0,111
EDEH-OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,223,23,37,0,0,5,3,2,0,293,0,2,5,3,1,1,0,0,12,0,305
EDEI-OFFICE OF THE CHIEF INFORMATION OFFICER,82,11,0,0,0,1,3,0,0,97,0,0,0,0,0,0,0,0,0,0,97
EDEJ-OFFICE OF LEGISLATION AND CONGRESSIONAL AFFAIRS,14,0,0,0,0,0,0,0,0,14,0,0,0,9,1,0,0,0,10,0,24
EDEK-OFFICE OF INTERGOVERNMENTAL AND INTERAGENCY AFFAIRS,1,0,0,0,0,0,1,0,0,2,0,0,0,8,0,0,0,0,8,0,10
EDEL-OFFICE OF THE CHIEF FINANCIAL OFFICER,233,25,1,3,0,1,3,0,0,266,1,0,13,2,1,0,0,0,17,0,283
EDEM-OFFICE OF MANAGEMENT,143,4,10,1,0,1,4,1,0,164,0,0,3,2,0,3,0,0,8,0,172
EDEN-FEDERAL STUDENT AID,842,82,1,4,0,72,14,0,0,1015,0,0,12,0,0,5,0,0,17,0,1032
EDEO-OFFICE OF COMMUNICATIONS AND OUTREACH,83,9,2,0,0,1,0,0,0,95,0,0,1,30,1,1,0,0,33,0,128
EDEP-OFFICE OF POSTSECONDARY EDUCATION,204,12,1,0,0,1,4,1,0,223,0,0,0,2,1,47,0,0,50,0,273
EDEQ-OFFICE OF SAFE AND DRUG-FREE SCHOOLS,41,3,3,0,0,0,1,1,0,49,0,0,0,3,0,0,0,0,3,0,52
EDER-INSTITUTE OF EDUCATION SCIENCES,132,15,0,0,0,0,4,0,0,151,0,0,2,0,1,37,0,0,40,0,191
EDES-OFFICE OF ELEMENTARY AND SECONDARY EDUCATION,155,31,4,0,2,0,6,0,0,198,0,0,0,9,1,12,0,0,22,0,220
EDET-OFFICE OF ENGLISH LANGUAGE ACQUISITION,33,3,0,0,0,0,0,1,0,37,1,0,0,0,0,0,0,0,1,0,38
EDEU-OFFICE OF INNOVATION AND IMPROVEMENT,69,15,1,0,0,0,2,1,0,88,1,0,1,1,0,0,0,0,3,0,91
EDEV-OFFICE OF VOCATIONAL AND ADULT EDUCATION,85,10,7,0,0,0,4,0,0,106,0,1,6,4,0,3,0,0,14,0,120
EDEX-NATIONAL INSTITUTE FOR LITERACY,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,0,0,18,0,22
EDEY-ADVISORY COUNCILS AND COMMITTEES,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,26,0,0,26,0,32
EDEZ-NATIONAL ASSESSMENT GOVERNING BOARD,5,1,0,0,0,0,0,0,0,6,0,0,0,0,0,30,0,0,30,0,36
EE00-EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,1701,20,526,0,0,2,30,0,0,2279,58,10,9,0,6,1,0,0,84,0,2363
EO00-MORRIS K. UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,33,0,0,39,0,43
EP00-ENVIRONMENTAL PROTECTION AGENCY,14373,1206,1061,307,0,118,261,23,0,17349,50,107,198,38,8,646,0,0,1047,2,18398
EQ00-COUNCIL ON ENVIRONMENTAL QUALITY/OFFICE OF ENVIRONMENTAL QUALITY,2,1,3,0,0,2,0,0,0,8,0,2,4,3,1,4,0,0,14,0,22
EW00-TRADE AND DEVELOPMENT AGENCY,22,13,5,0,0,2,3,0,0,45,1,2,0,0,1,2,0,0,6,0,51
FC00-FEDERAL COMMUNICATIONS COMMISSION,1224,72,469,22,0,10,30,0,0,1827,0,1,7,2,4,13,0,0,27,0,1854
FD00-FEDERAL DEPOSIT INSURANCE CORPORATION,4087,130,233,20,0,9,0,0,0,4479,21,21,43,3,3,23,0,0,114,0,4593
FI00-FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL,4,2,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
FJ00-CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,14,5,0,7,0,7,1,0,0,34,0,1,0,0,3,0,0,0,4,0,38
FK00-FARM CREDIT SYSTEM INSURANCE CORPORATION,8,1,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
FL00-FARM CREDIT ADMINISTRATION,218,15,16,3,0,0,0,0,0,252,0,0,1,4,3,1,0,0,9,0,261
FM00-FEDERAL MEDIATION AND CONCILIATION SERVICE,65,4,3,0,0,200,0,0,0,272,2,0,0,0,0,0,0,0,2,0,274
FQ01-OFFICE OF THE DIRECTOR,516,195,5,0,0,0,0,0,0,716,44,0,8,0,1,0,0,0,53,0,769
FQ02-PRETRIAL SERVICES AGENCY,237,58,0,0,0,0,0,0,0,295,18,0,0,0,0,0,0,0,18,0,313
FT00-FEDERAL TRADE COMMISSION,336,65,482,0,0,2,28,5,0,918,52,4,20,4,4,14,1,0,99,0,1017
FW00-OFFICE OF SPECIAL COUNSEL,48,3,36,0,0,2,3,1,0,93,1,4,2,0,1,11,0,0,19,0,112
FY00-FEDERAL HOUSING FINANCE BOARD,49,24,8,0,0,0,0,0,0,81,0,0,3,5,3,1,0,0,12,0,93
GB00-OVERSEAS PRIVATE INVESTMENT CORPORATION,116,40,15,0,0,13,0,0,0,184,2,0,2,0,9,12,0,0,25,0,209
GE00-BARRY GOLDWATER SCHOLARSHIP AND EXCELLENCE IN EDUCATION FOUNDATION,0,0,0,0,0,2,0,1,0,3,0,0,0,0,1,6,0,0,7,0,10
GG00-OFFICE OF GOVERNMENT ETHICS,46,11,10,0,0,1,5,0,0,73,0,0,1,0,0,0,0,0,1,0,74
GJ00-PRESIDIO TRUST,0,0,0,0,0,264,0,0,0,264,0,0,0,0,0,75,0,0,75,0,339
GM00-VALLES CALDERA TRUST,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,29,0,0,29,0,37
GO00-VIETNAM EDUCATION FOUNDATION,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,5,0,0,7,0,8
GQ00-ELECTION ASSISTANCE COMMISSION,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,16,0,0,19,0,23
GS01-IMMEDIATE OFFICE OF THE ADMINISTRATOR,21,1,0,0,0,0,2,0,0,24,0,0,0,4,1,0,0,0,5,0,29
GS03-PUBLIC BUILDINGS SERVICE,5133,452,17,314,0,8,19,0,0,5943,7,13,14,1,0,13,0,0,48,0,5991
GS04-OFFICE OF CIVIL RIGHTS,7,0,1,2,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,11
GS10-OFFICE OF SMALL BUSINESS UTILIZATION,12,1,0,2,0,0,0,0,0,15,0,0,0,3,0,0,0,0,3,0,18
GS11-OFFICE OF THE CHIEF FINANCIAL OFFICER,533,43,0,47,0,0,4,0,0,627,0,0,0,0,0,0,0,0,0,0,627
GS12-OFFICE OF GENERAL COUNSEL,26,1,101,2,0,7,5,1,0,143,0,2,2,0,0,0,0,0,4,0,147
GS13-GSA BOARD OF CONTRACT APPEALS,12,1,9,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23
GS14-OFFICE OF THE CHIEF PEOPLE OFFICER,229,12,3,13,0,0,4,0,0,261,2,0,0,0,0,0,0,0,2,0,263
GS15-OFFICE OF INSPECTOR GENERAL,225,16,0,43,0,3,6,0,0,293,0,0,0,0,1,0,0,0,1,0,294
GS16-OFFICE OF THE CHIEF ACQUISITION OFFICER,65,1,2,0,0,0,1,1,0,70,0,0,0,2,0,0,1,0,3,0,73
GS19-OFFICE OF CITIZEN SERVICES AND COMMUNICATIONS,102,19,0,6,0,0,2,2,0,131,0,0,0,5,0,0,0,0,5,0,136
GS20-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,6,0,0,0,0,0,0,1,0,7,0,0,0,5,0,0,0,0,5,0,12
GS22-OFFICES OF THE REGIONAL ADMINISTRATORS,164,6,0,2,0,23,8,11,0,214,0,4,2,9,0,2,0,0,17,0,231
GS24-FEDERAL SUPPLY SERVICE,2591,196,12,142,0,11,8,0,0,2960,22,3,11,0,0,12,0,0,48,0,3008
GS26-OFFICE OF GOVERNMENTWIDE POLICY,129,5,1,1,0,0,6,0,0,142,0,0,3,0,0,0,1,0,4,0,146
GS27-FEDERAL TECHNOLOGY SERVICE,1311,120,6,48,0,6,10,0,0,1501,2,26,5,1,0,5,1,0,40,0,1541
GS28-OFFICE OF THE CHIEF INFORMATION OFFICER,101,11,0,0,0,0,4,0,0,116,0,0,0,0,0,0,0,0,0,0,116
GW00-INTERNATIONAL BOUNDARY AND WATER COMMISSION:  UNITED STATES AND MEXICO,0,0,0,0,0,211,0,0,0,211,0,1,2,0,0,8,0,0,11,0,222
GX00-INTERNATIONAL BOUNDARY COMMISSION:  UNITED STATES AND CANADA,2,2,0,0,0,1,0,0,0,5,0,0,0,0,0,10,0,0,10,0,15
GY00-INTERNATIONAL JOINT COMMISSION:  UNITED STATES AND CANADA,8,3,1,0,0,0,0,0,0,12,1,0,0,1,3,0,0,0,5,0,17
HB00-COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,22,1,3,0,0,0,1,0,0,27,1,1,0,0,4,0,0,0,6,0,33
HD00-U.S. HOLOCAUST MEMORIAL MUSEUM,182,35,1,0,0,3,0,0,0,221,2,0,0,0,0,2,0,0,4,0,225
HE10-OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,2248,414,366,15,0,94,63,21,58,3279,27,30,83,45,5,177,3,1,371,13,3663
HE11-PROGRAM SUPPORT CENTER,948,98,5,10,0,7,7,0,0,1075,13,12,28,0,0,17,1,0,71,0,1146
HE12-ADMINISTRATION ON AGING,86,17,0,2,0,0,2,1,0,108,2,0,1,1,2,37,0,0,43,0,151
HE31-OFFICE OF THE ASSISTANT SECRETARY FOR HEALTH,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
HE32-SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,395,61,2,2,0,3,12,1,1,477,2,0,2,1,1,82,0,0,88,1,566
HE33-AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,183,28,0,2,0,7,4,0,3,227,0,0,2,0,0,76,0,0,78,1,306
HE34-HEALTH RESOURCES AND SERVICES ADMINISTRATION,1137,135,3,51,0,9,22,0,5,1362,9,0,7,0,0,173,0,0,189,0,1551
HE35-AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY,212,19,0,1,0,3,1,0,2,238,0,0,0,0,0,35,0,0,35,0,273
HE36-FOOD AND DRUG ADMINISTRATION,7363,985,64,9,0,86,41,2,26,8576,148,17,181,2,1,2575,0,0,2924,21,11521
HE37-INDIAN HEALTH SERVICE,8281,1039,2526,0,0,138,18,0,3,12005,181,1121,5,0,0,42,0,0,1349,3,13357
HE38-NATIONAL INSTITUTES OF HEALTH,10306,1663,43,37,0,385,69,0,1,12504,160,10,267,0,2,4683,1,0,5123,3,17630
HE39-CENTERS FOR DISEASE CONTROL AND PREVENTION,5483,1032,40,59,0,119,26,1,36,6796,146,10,98,0,0,811,1,0,1066,6,7868
HE70-CENTERS FOR MEDICARE & MEDICAID SERVICES,3498,943,22,67,0,49,48,6,21,4654,32,5,39,6,1,148,1,0,232,1,4887
HE90-ADMINISTRATION FOR CHILDREN AND FAMILIES,1095,148,9,4,0,6,10,9,6,1287,4,2,4,9,1,17,0,0,37,0,1324
HP00-ADVISORY COUNCIL ON HISTORIC PRESERVATION,0,0,0,0,1,31,1,0,0,33,0,0,0,0,10,10,0,0,20,0,53
HSAA-IMMEDIATE OFFICE OF THE SECRETARY,186,168,57,1,0,0,8,26,0,446,0,6,19,79,3,11,3,0,121,0,567
HSAB-BUREAU OF CITIZENSHIP AND IMMIGRATION SERVICES,5425,1164,109,54,0,110,12,4,0,6878,1510,17,184,1,0,86,0,0,1798,0,8676
HSAC-U.S. COAST GUARD,5090,1450,87,32,0,128,7,0,0,6794,284,9,58,0,0,53,0,0,404,0,7198
HSAD-U.S. SECRET SERVICE,4536,246,4,0,0,19,38,0,0,4843,13,6,1652,0,0,28,0,0,1699,0,6542
HSAE-OFFICE OF THE INSPECTOR GENERAL,362,85,7,19,0,2,9,0,0,484,1,0,7,0,1,0,0,0,9,0,493
HSBA-OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,93,43,1,0,0,0,7,1,0,145,0,0,8,4,0,0,1,0,13,0,158
HSBB-BUREAU OF IMMIGRATION AND CUSTOMS ENFORCEMENT,11633,1008,552,89,0,241,28,1,0,13552,58,10,913,2,0,93,0,0,1076,0,14628
HSBC-TRANSPORTATION SECURITY ADMINISTRATION,0,0,0,0,0,56562,0,0,0,56562,0,0,0,0,0,519,0,0,519,0,57081
HSBD-BUREAU OF CUSTOMS AND BORDER PROTECTION,30893,6107,301,3434,0,520,58,2,0,41315,157,51,239,7,1,77,2,0,534,0,41849
HSBE-FEDERAL LAW ENFORCEMENT TRAINING CENTER,701,154,0,8,0,10,7,0,0,880,22,107,3,0,0,35,0,0,167,0,1047
HSCB-FEDERAL EMERGENCY MANAGEMENT AGENCY,1633,400,203,0,0,19,23,8,0,2286,118,65,9,11,2,20246,1,0,20452,0,22738
HSDA-OFFICE OF THE UNDER SECRETARY FOR INFORMATION ANALYSIS AND INFRASTRUCTURE PROTECTION,187,325,2,0,0,7,6,2,0,529,3,2,0,6,0,4,0,0,15,0,544
HSEA-OFFICE OF THE UNDER SECRETARY FOR MANAGEMENT,301,54,1,2,0,1,18,4,0,381,0,8,19,3,1,6,0,0,37,0,418
HSFA-OFFICE OF THE UNDER SECRETARY FOR SCIENCE AND TECHNOLOGY,133,29,0,0,0,1,5,4,0,172,10,0,2,6,1,1,1,0,21,0,193
HT00-HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,1,3,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,5
HU01-OFFICE OF THE SENIOR COORDINATOR FOR NEW ENGLAND,227,16,19,0,0,0,0,0,0,262,0,3,1,1,0,0,0,0,5,0,267
HU02-OFFICE OF THE SENIOR COORDINATOR FOR NEW YORK/NEW JERSEY,498,16,25,0,0,4,0,1,0,544,0,0,0,1,0,0,0,0,1,0,545
HU03-OFFICE OF THE SENIOR COORDINATOR FOR MID-ATLANTIC,567,44,24,2,0,0,0,0,0,637,1,1,1,2,0,0,0,0,5,0,642
HU04-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHEAST/CARIBBEAN,1034,55,36,2,0,5,2,1,0,1135,1,1,3,2,0,0,0,0,7,0,1142
HU05-OFFICE OF THE SENIOR COORDINATOR FOR MIDWEST,717,42,35,4,0,1,2,1,0,802,0,1,4,1,0,0,0,0,6,0,808
HU06-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHWEST,634,26,25,4,0,3,1,1,0,694,0,1,3,1,0,0,0,0,5,0,699
HU07-OFFICE OF THE SENIOR COORDINATOR FOR GREAT PLAINS,197,16,11,0,0,3,0,0,0,227,0,1,1,1,0,0,0,0,3,0,230
HU08-OFFICE OF THE SENIOR COORDINATOR FOR ROCKY MOUNTAINS,373,24,14,0,0,4,0,1,0,416,0,1,0,0,0,0,0,0,1,0,417
HU09-OFFICE OF THE SENIOR COORDINATOR FOR PACIFIC/HAWAII,574,68,22,0,0,3,1,1,0,669,0,2,2,0,0,0,0,0,4,0,673
