Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Total Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Total Non-permanent,Unspecified,Total Appointments
CM59-MINORITY BUSINESS DEVELOPMENT AGENCY,66,14,0,0,0,0,1,2,0,83,1,0,1,2,0,3,0,0,7,0,90
CM61-NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION,184,49,15,1,0,0,7,2,0,258,1,5,15,3,1,0,0,0,25,0,283
CM62-NATIONAL TECHNICAL INFORMATION SERVICE,148,15,0,0,0,0,1,0,0,164,1,0,0,0,0,0,0,0,1,0,165
CM63-BUREAU OF THE CENSUS,4727,1089,3295,1,0,40,33,1,0,9186,91,1968,41,1,1,8,0,0,2110,0,11296
CM64-OFFICE OF THE INSPECTOR GENERAL,88,11,5,0,0,0,6,0,0,110,0,0,0,0,1,1,0,0,2,0,112
CM65-ECONOMICS AND STATISTICS ADMINISTRATION,45,4,0,0,0,0,4,2,0,55,1,0,0,2,1,0,0,0,4,0,59
CM67-BUREAU OF INDUSTRY AND SECURITY,306,36,0,1,0,4,9,0,0,356,0,0,1,5,3,0,0,0,9,0,365
CT00-COMMODITY FUTURES TRADING COMMISSION,297,21,168,0,0,0,0,0,0,486,2,2,4,5,2,0,0,0,15,0,501
CU00-NATIONAL CREDIT UNION ADMINISTRATION,806,47,16,0,1,4,0,0,0,874,2,0,5,5,2,0,0,0,14,0,888
CX00-NATIONAL COMMISSION ON LIBRARIES AND INFORMATION SCIENCE,0,0,0,0,0,3,0,0,0,3,0,0,0,0,2,18,0,0,20,0,23
DD01-OFFICE OF THE SECRETARY OF DEFENSE,799,97,40,62,0,78,188,61,0,1325,5,6,1,69,15,132,8,0,236,4,1565
DD02-ORGANIZATION OF THE JOINT CHIEFS OF STAFF,146,30,0,0,0,1,3,0,0,180,0,0,0,2,0,1,0,0,3,0,183
DD04-DEFENSE INFORMATION SYSTEMS AGENCY,4462,463,18,66,0,17,27,0,0,5053,32,3,72,0,0,1,0,0,108,0,5161
DD06-DEFENSE SECURITY COOPERATION AGENCY,124,17,2,18,0,1,5,0,0,167,0,1,10,0,0,0,0,0,11,0,178
DD07-DEFENSE LOGISTICS AGENCY,18083,1555,165,292,0,221,23,0,0,20339,791,208,125,0,0,221,1,0,1346,0,21685
DD08-U.S. COURT OF APPEALS FOR THE ARMED FORCES,14,1,3,0,1,19,2,0,0,40,0,0,0,0,5,10,0,0,15,0,55
DD09-AMERICAN FORCES INFORMATION SERVICE,203,22,3,0,0,1,1,0,0,230,1,0,2,0,0,0,0,0,3,0,233
DD10-DEFENSE CONTRACT AUDIT AGENCY,3357,397,8,225,0,6,16,0,0,4009,12,3,26,0,0,0,0,0,41,0,4050
DD12-DEFENSE SECURITY SERVICE,1901,93,22,40,0,24,0,0,0,2080,47,13,0,0,0,0,0,0,60,0,2140
DD13-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,80,13,1,0,0,0,13,1,0,108,18,0,0,0,0,39,0,0,57,0,165
DD16-DEPARTMENT OF DEFENSE EDUCATION ACTIVITY,792,119,5826,2,0,3968,6,0,0,10713,54,4912,6,0,0,1559,0,0,6531,0,17244
DD21-WASHINGTON HEADQUARTERS SERVICES,834,88,29,15,0,4,12,0,0,982,6,31,4,14,0,7,4,0,66,0,1048
DD23-OFFICE OF ECONOMIC ADJUSTMENT,23,1,4,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,29
DD25-DEFENSE LEGAL SERVICES AGENCY,36,5,40,0,0,13,2,1,0,97,33,22,0,0,0,0,0,0,55,0,152
DD26-OFFICE OF THE INSPECTOR GENERAL,731,55,13,421,0,23,18,0,0,1261,0,0,8,0,1,1,0,0,10,0,1271
DD27-MISSILE DEFENSE AGENCY,498,104,24,32,0,7,18,0,0,683,0,2,4,0,0,0,0,0,6,1,690
DD29-DEFENSE TECHNOLOGY SECURITY ADMINISTRATION,104,28,1,0,0,0,1,0,0,134,0,0,0,0,0,0,0,0,0,0,134
DD34-DEFENSE COMMISSARY AGENCY,9280,2492,25,6,0,60,4,0,0,11867,599,633,1686,0,0,30,0,0,2948,0,14815
DD35-DEFENSE FINANCE AND ACCOUNTING SERVICE,11892,858,48,173,0,35,19,0,0,13025,331,18,27,0,0,1,1,0,378,0,13403
DD48-DEFENSE HUMAN RESOURCES ACTIVITY,643,74,4,28,0,5,10,1,0,765,1,1,3,0,0,0,1,1,7,0,772
DD58-DEFENSE PRISONER OF WAR/MISSING PERSONNEL OFFICE,19,9,31,0,0,4,0,0,0,63,0,0,0,1,0,0,0,0,1,0,64
DD60-TRICARE MANAGEMENT ACTIVITY,267,47,15,1,0,2,4,0,0,336,14,0,8,0,0,0,2,0,24,0,360
DD61-DEFENSE THREAT REDUCTION AGENCY,735,215,33,3,0,5,12,0,0,1003,20,7,12,0,0,3,0,0,42,0,1045
DD63-DEFENSE CONTRACT MANAGEMENT AGENCY,9758,743,105,209,0,106,9,0,0,10930,29,25,136,0,0,2,0,0,192,0,11122
DD65-PENTAGON FORCE PROTECTION AGENCY,347,329,0,0,0,0,2,0,0,678,0,5,0,0,0,0,0,0,5,0,683
DD68-DEPARTMENT OF DEFENSE TEST RESOURCE MANAGEMENT CENTER,11,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
"DJ01-OFFICES, BOARDS AND DIVISIONS",2580,431,2264,14,0,365,169,50,0,5873,247,247,260,49,16,7,1,0,827,0,6700
DJ02-FEDERAL BUREAU OF INVESTIGATION,0,0,0,0,0,28360,203,0,0,28563,0,0,0,0,0,74,0,0,74,0,28637
DJ03-BUREAU OF PRISONS/FEDERAL PRISON SYSTEM,28118,5144,199,19,0,513,53,1,0,34047,11,23,63,0,0,2,0,0,99,0,34146
DJ04-IMMIGRATION AND NATURALIZATION SERVICE,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
DJ06-DRUG ENFORCEMENT ADMINISTRATION,6969,483,377,1081,0,115,64,0,0,9089,5,16,117,1,1,0,1,0,141,0,9230
DJ07-OFFICE OF JUSTICE PROGRAMS,482,40,21,0,0,2,12,4,0,561,20,6,9,6,6,0,0,0,47,0,608
DJ08-U.S. MARSHALS SERVICE,3430,725,10,19,1,234,11,1,0,4431,7,0,0,0,4,86,0,0,97,0,4528
DJ09-EXECUTIVE OFFICE FOR U.S. ATTORNEYS AND THE OFFICES OF THE U.S. ATTORNEYS,4573,885,51,23,0,4888,4,0,0,10424,104,5,546,16,80,416,0,0,1167,0,11591
DJ10-OFFICE OF THE INSPECTOR GENERAL,311,72,14,0,0,4,7,0,0,408,1,3,24,0,1,0,0,0,29,0,437
DJ11-U.S. TRUSTEE PROGRAM,136,11,215,629,0,139,2,1,0,1133,1,11,0,0,0,4,0,0,16,0,1149
DJ12-EXECUTIVE OFFICE FOR IMMIGRATION REVIEW,616,64,345,0,0,34,6,0,0,1065,4,34,36,0,0,1,0,0,75,0,1140
DJ14-COMMUNITY RELATIONS SERVICE,39,4,1,0,0,1,0,0,0,45,0,0,0,0,1,0,0,0,1,0,46
"DJ15-BUREAU OF ALCOHOL, TOBACCO, FIREARMS, AND EXPLOSIVES",4023,175,6,36,0,83,25,0,0,4348,0,1,211,1,0,130,0,0,343,0,4691
DLAA-OFFICE OF THE SECRETARY OF LABOR,195,8,84,1,0,8,1,11,0,308,1,34,14,34,2,1,1,0,87,0,395
DLAM-OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,606,40,9,38,0,1,9,0,0,703,3,3,20,4,0,2,0,0,32,0,735
DLBL-BUREAU OF INTERNATIONAL LABOR AFFAIRS,74,9,2,0,0,1,1,2,0,89,5,0,0,1,0,0,0,0,6,0,95
DLCA-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,7,0,0,0,0,0,0,1,0,8,0,0,1,20,1,0,0,0,22,0,30
DLCF-OFFICE OF THE CHIEF FINANCIAL OFFICER,64,8,1,0,0,0,2,0,0,75,0,0,3,0,1,1,0,0,5,0,80
DLEH-OFFICE OF DISABILITY EMPLOYMENT POLICY,23,11,7,0,0,0,2,0,0,43,0,2,1,4,1,0,0,0,8,0,51
DLES-EMPLOYMENT STANDARDS ADMINISTRATION,3426,289,15,80,0,21,20,5,0,3856,12,1,41,10,1,0,0,0,65,0,3921
DLET-EMPLOYMENT AND TRAINING ADMINISTRATION,1041,130,14,6,0,5,16,1,4,1217,4,0,15,4,1,2,0,0,26,0,1243
DLIG-OFFICE OF THE INSPECTOR GENERAL,331,78,5,9,0,8,7,0,2,440,1,0,5,0,1,2,0,0,9,0,449
DLLS-BUREAU OF LABOR STATISTICS,2177,323,3,1,0,2,16,0,0,2522,2,0,9,0,1,8,0,0,20,0,2542
DLMS-MINE SAFETY AND HEALTH ADMINISTRATION,1872,255,0,2,0,3,11,1,0,2144,1,0,2,1,1,0,0,0,5,0,2149
DLPA-OFFICE OF PUBLIC AFFAIRS,40,8,0,0,0,0,1,2,0,51,0,0,1,10,0,1,0,0,12,0,63
DLPE-OFFICE OF THE ASSISTANT SECRETARY FOR POLICY,32,2,0,0,0,0,3,1,0,38,0,0,1,2,0,0,0,0,3,0,41
DLPW-EMPLOYEE BENEFITS SECURITY ADMINISTRATION,662,132,2,25,0,7,14,1,0,843,1,1,15,1,0,16,0,0,34,0,877
DLSH-OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION,1930,214,3,14,0,2,21,0,0,2184,4,1,6,1,1,1,0,0,14,0,2198
DLSL-OFFICE OF THE SOLICITOR,159,11,439,0,0,3,21,0,0,633,4,4,0,2,1,0,0,0,11,1,645
DLVE-VETERANS EMPLOYMENT AND TRAINING SERVICES,188,28,0,0,0,8,1,1,0,226,5,0,2,4,1,2,0,0,14,0,240
DLWB-WOMEN'S BUREAU,52,4,0,0,0,0,0,0,0,56,0,0,1,2,0,1,0,0,4,0,60
DN00-DEPARTMENT OF ENERGY,11795,1412,431,120,0,499,393,35,28,14713,49,16,78,63,17,72,12,0,307,3,15023
EB00-EXPORT-IMPORT BANK OF THE UNITED STATES,308,54,25,0,0,0,0,0,0,387,1,1,4,10,5,3,0,0,24,0,411
EC00-OFFICE OF ADMINISTRATION,109,34,55,0,0,5,0,0,0,203,2,1,3,0,2,2,0,0,10,0,213
EDEA-IMMEDIATE OFFICE OF THE SECRETARY OF EDUCATION,80,7,3,1,0,0,1,8,0,100,3,0,3,41,1,6,0,1,55,0,155
EDEB-OFFICE OF THE DUTY SECRETARY OF EDUCATION,38,12,3,0,0,0,4,1,0,58,1,0,2,9,1,2,0,0,15,0,73
EDEC-OFFICE FOR CIVIL RIGHTS,411,17,193,2,0,18,2,1,0,644,2,3,29,0,0,3,0,0,37,0,681
EDEE-OFFICE OF THE UNDER SECRETARY,71,5,5,0,0,0,6,0,0,87,0,0,0,2,1,12,0,0,15,0,102
EDEF-OFFICE OF INSPECTOR GENERAL,225,27,2,3,0,1,7,0,0,265,1,0,1,0,1,0,0,0,3,0,268
EDEG-OFFICE OF THE GENERAL COUNSEL,22,1,57,0,0,15,6,2,0,103,0,1,1,2,1,0,0,0,5,0,108
EDEH-OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,257,28,41,0,0,5,3,2,0,336,1,3,6,3,1,7,0,0,21,0,357
EDEI-OFFICE OF THE CHIEF INFORMATION OFFICER,93,7,0,0,0,1,2,0,0,103,0,0,0,0,0,0,0,0,0,0,103
EDEJ-OFFICE OF LEGISLATION AND CONGRESSIONAL AFFAIRS,15,0,0,0,0,0,0,0,0,15,0,0,0,9,1,0,0,0,10,0,25
EDEK-OFFICE OF INTERGOVERNMENTAL AND INTERAGENCY AFFAIRS,65,12,0,0,0,0,1,0,0,78,0,0,0,26,1,0,0,0,27,0,105
EDEL-OFFICE OF THE CHIEF FINANCIAL OFFICER,238,21,1,5,0,1,4,0,0,270,0,0,14,3,1,0,0,0,18,0,288
EDEM-OFFICE OF MANAGEMENT,153,6,10,1,0,1,4,1,0,176,1,0,3,1,1,3,0,0,9,0,185
EDEN-FEDERAL STUDENT AID,936,51,1,4,0,60,15,0,0,1067,2,0,13,0,0,3,0,0,18,0,1085
EDEP-OFFICE OF POSTSECONDARY EDUCATION,202,12,0,0,0,0,4,1,0,219,0,0,1,3,4,54,0,0,62,0,281
EDEQ-OFFICE OF SAFE AND DRUG-FREE SCHOOLS,43,3,2,0,0,0,1,1,0,50,1,0,0,2,0,3,0,0,6,0,56
EDER-INSTITUTE OF EDUCATION SCIENCES,135,9,0,0,0,0,4,0,0,148,0,0,3,1,2,26,0,0,32,0,180
EDES-OFFICE OF ELEMENTARY AND SECONDARY EDUCATION,141,18,2,0,2,0,5,0,0,168,0,0,0,7,12,1,0,0,20,0,188
EDET-OFFICE OF ENGLISH LANGUAGE ACQUISITION,33,5,0,0,0,0,0,1,0,39,1,0,0,3,0,0,0,0,4,0,43
EDEU-OFFICE OF INNOVATION AND IMPROVEMENT,71,15,2,0,0,0,1,1,0,90,1,0,1,2,0,0,0,0,4,0,94
EDEV-OFFICE OF VOCATIONAL AND ADULT EDUCATION,92,8,6,0,0,0,4,1,0,111,1,1,3,4,1,2,0,0,12,0,123
EDEX-NATIONAL INSTITUTE FOR LITERACY,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,17,0,0,17,0,22
EDEY-ADVISORY COUNCILS AND COMMITTEES,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,21,0,0,21,0,27
EDEZ-NATIONAL ASSESSMENT GOVERNING BOARD,4,2,0,0,0,0,0,0,0,6,0,0,0,0,0,29,0,0,29,0,35
EE00-EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,1801,17,545,0,0,3,31,0,0,2397,40,7,12,1,5,1,2,0,68,0,2465
EO00-MORRIS K. UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION,0,0,0,0,0,7,0,0,0,7,0,0,0,0,5,30,0,0,35,0,42
EP00-ENVIRONMENTAL PROTECTION AGENCY,14371,1217,1045,358,0,104,263,21,0,17379,47,122,243,32,8,743,2,0,1197,0,18576
EQ00-COUNCIL ON ENVIRONMENTAL QUALITY/OFFICE OF ENVIRONMENTAL QUALITY,2,2,4,0,0,6,0,0,0,14,0,0,4,3,1,2,0,0,10,0,24
EW00-TRADE AND DEVELOPMENT AGENCY,19,9,5,0,0,3,2,0,0,38,0,1,0,0,1,1,0,0,3,0,41
FC00-FEDERAL COMMUNICATIONS COMMISSION,1254,103,485,19,0,14,38,7,0,1920,0,3,9,1,5,13,1,0,32,0,1952
FD00-FEDERAL DEPOSIT INSURANCE CORPORATION,4680,186,260,54,0,11,0,0,0,5191,14,22,52,3,3,7,0,0,101,0,5292
FI00-FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL,4,2,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
FJ00-CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,17,3,0,3,0,8,2,0,0,33,0,1,0,1,4,0,0,0,6,0,39
FK00-FARM CREDIT SYSTEM INSURANCE CORPORATION,7,2,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
FL00-FARM CREDIT ADMINISTRATION,227,19,18,8,0,0,0,0,0,272,1,0,0,4,3,4,0,0,12,0,284
FM00-FEDERAL MEDIATION AND CONCILIATION SERVICE,60,7,3,0,0,201,2,1,0,274,3,0,0,0,1,0,0,0,4,0,278
FQ01-OFFICE OF THE DIRECTOR,493,181,7,0,0,0,0,0,0,681,58,0,6,0,1,0,0,0,65,0,746
FQ02-PRETRIAL SERVICES AGENCY,219,67,0,0,0,0,0,0,0,286,22,0,0,0,0,0,0,0,22,0,308
FT00-FEDERAL TRADE COMMISSION,368,59,492,0,0,2,28,4,0,953,58,7,15,5,5,29,1,0,120,0,1073
FW00-OFFICE OF SPECIAL COUNSEL,46,3,35,0,0,1,4,1,0,90,0,2,2,0,1,8,0,0,13,0,103
FY00-FEDERAL HOUSING FINANCE BOARD,74,12,8,0,0,0,0,0,0,94,5,0,4,5,3,4,0,0,21,0,115
GB00-OVERSEAS PRIVATE INVESTMENT CORPORATION,119,40,14,0,0,12,0,0,0,185,1,0,2,0,10,14,0,0,27,0,212
GE00-BARRY GOLDWATER SCHOLARSHIP AND EXCELLENCE IN EDUCATION FOUNDATION,0,0,0,0,0,2,0,1,0,3,0,0,0,0,1,6,0,0,7,0,10
GG00-OFFICE OF GOVERNMENT ETHICS,51,10,11,0,0,0,5,0,0,77,0,0,4,0,0,1,0,0,5,0,82
GJ00-PRESIDIO TRUST,0,0,0,0,0,268,0,0,0,268,0,0,0,0,0,74,0,0,74,0,342
GM00-VALLES CALDERA TRUST,0,0,0,0,0,12,0,0,0,12,0,1,0,0,0,23,0,0,24,0,36
GO00-VIETNAM EDUCATION FOUNDATION,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,5,0,0,8,0,9
GQ00-ELECTION ASSISTANCE COMMISSION,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,11,0,0,15,0,19
GS01-IMMEDIATE OFFICE OF THE ADMINISTRATOR,22,1,0,0,0,0,1,1,0,25,0,0,0,3,1,0,0,0,4,0,29
GS03-PUBLIC BUILDINGS SERVICE,5097,465,19,249,0,5,18,1,0,5854,7,11,13,1,0,7,0,0,39,0,5893
GS04-OFFICE OF CIVIL RIGHTS,7,0,1,2,0,0,1,0,0,11,1,0,0,0,0,0,0,0,1,0,12
GS10-OFFICE OF SMALL BUSINESS UTILIZATION,10,0,0,2,0,0,0,0,0,12,0,0,0,1,0,0,0,0,1,0,13
GS11-OFFICE OF THE CHIEF FINANCIAL OFFICER,557,52,1,49,0,0,5,0,0,664,0,0,0,0,0,0,0,0,0,0,664
GS12-OFFICE OF GENERAL COUNSEL,26,1,94,2,0,8,5,0,0,136,0,3,5,0,0,0,0,0,8,0,144
GS13-GSA BOARD OF CONTRACT APPEALS,12,1,9,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23
GS14-OFFICE OF THE CHIEF PEOPLE OFFICER,277,9,3,9,0,0,4,0,0,302,0,1,0,0,0,0,0,0,1,0,303
GS15-OFFICE OF INSPECTOR GENERAL,222,24,0,22,0,3,6,0,0,277,0,0,0,0,1,0,0,0,1,0,278
GS19-OFFICE OF CITIZEN SERVICES AND COMMUNICATIONS,88,15,0,7,0,0,1,2,0,113,0,1,0,1,0,0,0,0,2,0,115
GS20-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,6,0,0,0,0,0,0,1,0,7,0,0,0,5,0,0,0,0,5,0,12
GS22-OFFICES OF THE REGIONAL ADMINISTRATORS,100,9,0,0,0,27,9,11,0,156,1,3,2,9,0,3,0,0,18,0,174
GS24-FEDERAL SUPPLY SERVICE,2641,188,14,115,0,5,12,0,0,2975,39,7,3,0,0,13,1,0,63,0,3038
GS26-OFFICE OF GOVERNMENTWIDE POLICY,234,17,3,2,0,0,7,0,0,263,2,0,3,0,0,0,1,0,6,0,269
GS27-FEDERAL TECHNOLOGY SERVICE,1310,112,10,39,0,2,11,0,0,1484,2,27,8,0,0,7,1,0,45,0,1529
GS28-OFFICE OF THE CHIEF INFORMATION OFFICER,85,10,0,1,0,0,4,0,0,100,0,0,0,0,0,0,1,0,1,0,101
GW00-INTERNATIONAL BOUNDARY AND WATER COMMISSION:  UNITED STATES AND MEXICO,0,0,1,1,0,235,0,0,0,237,0,1,4,1,1,12,0,0,19,0,256
GX00-INTERNATIONAL BOUNDARY COMMISSION:  UNITED STATES AND CANADA,1,2,0,0,0,0,0,0,0,3,1,0,0,0,0,11,0,0,12,0,15
GY00-INTERNATIONAL JOINT COMMISSION:  UNITED STATES AND CANADA,9,3,1,0,0,1,0,0,0,14,0,0,0,1,3,0,0,0,4,0,18
HB00-COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,23,2,3,0,1,0,1,0,0,30,0,0,0,0,3,1,0,0,4,0,34
HD00-U.S. HOLOCAUST MEMORIAL MUSEUM,175,43,0,0,0,3,0,0,0,221,6,0,0,0,0,2,0,0,8,0,229
HE10-OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,2111,435,323,10,0,54,60,25,0,3018,50,28,43,41,2,178,3,0,345,5,3368
HE11-PROGRAM SUPPORT CENTER,942,90,8,11,0,3,8,0,0,1062,27,13,23,0,0,13,2,0,78,0,1140
HE12-ADMINISTRATION ON AGING,90,11,0,2,0,0,2,1,0,106,2,0,0,0,0,8,0,0,10,0,116
HE32-SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,396,46,2,3,0,2,10,0,0,459,2,0,4,0,1,73,0,0,80,0,539
HE33-AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,184,32,0,1,0,8,2,0,0,227,0,0,3,0,0,68,0,0,71,1,299
HE34-HEALTH RESOURCES AND SERVICES ADMINISTRATION,1114,177,5,23,0,10,22,0,0,1351,8,0,5,0,0,21,0,0,34,0,1385
HE35-AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY,245,30,0,2,0,4,1,0,0,282,0,0,0,0,0,47,0,0,47,0,329
HE36-FOOD AND DRUG ADMINISTRATION,6876,1515,69,4,0,151,37,4,0,8656,176,14,135,0,1,2491,2,0,2819,1,11476
HE37-INDIAN HEALTH SERVICE,8258,1039,2445,0,0,112,14,0,0,11868,174,1109,0,0,0,40,0,0,1323,1,13192
HE38-NATIONAL INSTITUTES OF HEALTH,10198,1910,54,43,0,187,83,1,0,12476,240,6,249,0,2,4761,1,0,5259,1,17736
HE39-CENTERS FOR DISEASE CONTROL AND PREVENTION,5571,1123,55,49,0,123,21,1,0,6943,169,10,96,1,0,838,2,0,1116,1,8060
HE70-CENTERS FOR MEDICARE & MEDICAID SERVICES,3523,716,23,65,0,48,43,7,0,4425,23,7,13,6,1,105,0,0,155,1,4581
HE90-ADMINISTRATION FOR CHILDREN AND FAMILIES,1152,131,11,4,0,4,10,10,0,1322,5,4,1,6,1,21,0,0,38,0,1360
HP00-ADVISORY COUNCIL ON HISTORIC PRESERVATION,0,0,0,0,1,30,1,0,0,32,0,0,0,0,6,9,0,0,15,0,47
HSAA-IMMEDIATE OFFICE OF THE SECRETARY,60,34,42,0,0,0,5,25,0,166,0,4,8,76,3,7,2,0,100,0,266
HSAB-BUREAU OF CITIZENSHIP AND IMMIGRATION SERVICES,5217,978,101,82,0,116,11,4,0,6509,1967,7,221,2,1,94,0,0,2292,0,8801
HSAC-U.S. COAST GUARD,4948,1286,87,25,0,112,9,0,0,6467,282,8,77,0,0,38,0,0,405,0,6872
HSAD-U.S. SECRET SERVICE,4249,271,5,0,0,24,39,0,0,4588,12,6,1861,0,0,34,0,0,1913,0,6501
HSAE-OFFICE OF THE INSPECTOR GENERAL,320,100,4,3,0,1,7,0,0,435,1,0,4,0,0,0,0,0,5,0,440
HSBA-OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,99,37,4,0,0,0,4,3,0,147,0,2,0,8,3,20,1,0,34,0,181
HSBB-BUREAU OF IMMIGRATION AND CUSTOMS ENFORCEMENT,11971,1489,541,48,0,386,30,3,0,14468,217,68,1285,1,0,102,0,0,1673,0,16141
HSBC-TRANSPORTATION SECURITY ADMINISTRATION,0,0,0,0,0,59679,0,0,0,59679,0,0,0,0,0,1040,0,0,1040,0,60719
HSBD-BUREAU OF CUSTOMS AND BORDER PROTECTION,27962,8784,301,2298,0,543,49,2,0,39939,231,90,309,3,1,70,1,1,706,0,40645
HSBE-FEDERAL LAW ENFORCEMENT TRAINING CENTER,653,149,0,4,0,11,7,0,0,824,60,90,0,0,0,58,0,0,208,0,1032
HSCB-FEDERAL EMERGENCY MANAGEMENT AGENCY,1657,388,192,0,0,18,20,12,0,2287,103,77,17,13,3,18098,1,0,18312,1,20600
HSDA-OFFICE OF THE UNDER SECRETARY FOR INFORMATION ANALYSIS AND INFRASTRUCTURE PROTECTION,176,129,2,0,0,12,3,4,0,326,1,2,1,6,1,5,2,0,18,0,344
HSEA-OFFICE OF THE UNDER SECRETARY FOR MANAGEMENT,196,24,3,0,0,0,13,4,0,240,1,3,3,1,1,6,0,0,15,0,255
HSFA-OFFICE OF THE UNDER SECRETARY FOR SCIENCE AND TECHNOLOGY,101,15,0,0,0,1,4,4,0,125,11,0,2,7,2,0,0,0,22,0,147
HT00-HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3
HU01-OFFICE OF THE SENIOR COORDINATOR FOR NEW ENGLAND,235,24,20,1,0,0,0,0,0,280,0,2,1,0,0,0,0,0,3,0,283
HU02-OFFICE OF THE SENIOR COORDINATOR FOR NEW YORK/NEW JERSEY,499,30,19,4,0,5,0,1,0,558,0,1,3,1,0,0,0,0,5,0,563
HU03-OFFICE OF THE SENIOR COORDINATOR FOR MID-ATLANTIC,574,50,19,4,0,1,0,1,0,649,1,1,6,1,0,0,0,0,9,0,658
HU04-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHEAST/CARIBBEAN,1078,72,31,6,0,4,2,0,0,1193,1,0,5,1,0,1,0,0,8,0,1201
HU05-OFFICE OF THE SENIOR COORDINATOR FOR MIDWEST,740,56,30,6,0,1,1,1,0,835,0,1,7,1,0,1,0,0,10,0,845
HU06-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHWEST,642,34,20,7,0,4,1,1,0,709,1,3,7,1,0,0,0,0,12,0,721
HU07-OFFICE OF THE SENIOR COORDINATOR FOR GREAT PLAINS,198,26,12,2,0,2,0,0,0,240,0,1,2,1,0,0,0,0,4,0,244
HU08-OFFICE OF THE SENIOR COORDINATOR FOR ROCKY MOUNTAINS,394,25,13,1,0,3,0,0,0,436,0,1,2,1,0,0,0,0,4,0,440
HU09-OFFICE OF THE SENIOR COORDINATOR FOR PACIFIC/HAWAII,597,81,26,0,0,4,1,1,0,710,0,0,4,0,0,0,0,0,4,0,714
HU10-OFFICE OF THE SENIOR COORDINATOR FOR NORTHWEST/ALASKA,197,31,7,2,0,2,0,0,0,239,0,0,3,1,0,0,0,0,4,0,243
HUAA-OFFICE OF THE SECRETARY OF HOUSING AND URBAN DEVELOPMENT,16,5,1,0,0,1,1,3,0,27,1,1,4,5,2,2,0,0,15,0,42
HUBB-ASSISTANT SECRETARY FOR ADMINISTRATION,520,42,4,29,0,10,13,0,0,618,4,6,26,9,1,3,0,0,49,0,667
HUCC-OFFICE OF GENERAL COUNSEL,191,10,147,2,0,6,11,2,0,369,1,7,7,1,1,1,0,0,18,0,387
HUDD-ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,169,21,4,3,0,1,6,0,0,204,0,1,1,6,0,7,0,0,15,0,219
HUEE-ASSISTANT SECRETARY FOR FAIR HOUSING AND EQUAL OPPORTUNITY,111,16,2,2,0,0,4,0,0,135,0,0,0,1,1,0,0,0,2,0,137
HUFF-OFFICE OF THE CHIEF FINANCIAL OFFICER,151,16,7,3,0,2,6,0,0,185,1,2,8,0,1,1,0,0,13,0,198
HUFH-OFFICE OF FEDERAL HOUSING ENTERPRISE OVERSIGHT,105,28,5,0,0,3,0,0,0,141,1,2,0,0,1,15,0,0,19,0,160
