Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Total Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Total Non-permanent,Unspecified,Total Appointments
CM64-OFFICE OF THE INSPECTOR GENERAL,98,22,9,21,0,0,7,0,0,157,9,10,0,0,1,1,0,0,21,0,178
CM65-ECONOMICS AND STATISTICS ADMINISTRATION,36,1,0,0,0,0,2,2,0,41,2,0,1,1,1,0,0,0,5,0,46
CM67-BUREAU OF INDUSTRY AND SECURITY,298,14,1,2,0,2,8,0,0,325,2,1,2,4,3,0,0,0,12,0,337
CT00-COMMODITY FUTURES TRADING COMMISSION,277,116,243,0,0,0,0,0,0,636,0,10,18,7,5,23,0,0,63,0,699
CU00-NATIONAL CREDIT UNION ADMINISTRATION,749,104,22,178,0,8,0,0,0,1061,1,4,2,8,3,0,0,0,18,0,1079
CX00-NATIONAL COMMISSION ON LIBRARIES AND INFORMATION SCIENCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,17,0,17
DB00-PUBLIC INTEREST DECLASSIFICATION BOARD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,0,8
DD01-OFFICE OF THE SECRETARY OF DEFENSE,954,209,37,87,0,234,203,58,0,1782,2,11,0,82,23,177,6,0,301,0,2083
DD02-ORGANIZATION OF THE JOINT CHIEFS OF STAFF,191,73,0,0,0,4,9,0,0,277,2,0,0,2,0,2,0,0,6,0,283
DD04-DEFENSE INFORMATION SYSTEMS AGENCY,4287,1207,20,297,0,27,28,0,0,5866,16,8,63,0,0,8,0,0,95,0,5961
DD06-DEFENSE SECURITY COOPERATION AGENCY,373,63,11,35,0,2,5,0,0,489,3,26,24,0,0,42,0,0,95,0,584
DD07-DEFENSE LOGISTICS AGENCY,19136,4109,255,899,0,352,25,0,0,24776,266,32,71,0,0,9,0,0,378,0,25154
DD08-U.S. COURT OF APPEALS FOR THE ARMED FORCES,13,0,3,0,1,9,2,0,0,28,0,17,1,0,4,9,0,0,31,0,59
DD10-DEFENSE CONTRACT AUDIT AGENCY,3217,821,11,603,0,14,17,0,0,4683,10,1,23,0,0,0,0,0,34,0,4717
DD12-DEFENSE SECURITY SERVICE,0,0,0,0,0,852,0,0,0,852,0,0,0,0,0,5,0,0,5,0,857
DD13-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,66,6,1,0,0,0,10,1,0,84,21,0,0,0,0,53,0,0,74,0,158
DD16-DEPARTMENT OF DEFENSE EDUCATION ACTIVITY,679,168,5120,1,0,4400,6,0,0,10374,35,3955,13,0,0,1051,0,0,5054,0,15428
DD21-WASHINGTON HEADQUARTERS SERVICES,1064,225,39,6,0,9,12,0,0,1355,8,35,7,17,0,108,0,0,175,0,1530
DD23-OFFICE OF ECONOMIC ADJUSTMENT,30,8,1,0,0,0,1,0,0,40,0,1,0,0,0,0,0,0,1,0,41
DD25-DEFENSE LEGAL SERVICES AGENCY,58,9,84,0,0,15,3,0,0,169,6,92,0,1,0,8,0,0,107,0,276
DD26-OFFICE OF THE INSPECTOR GENERAL,890,153,28,465,0,19,20,0,0,1575,11,24,15,0,1,2,1,0,54,0,1629
DD27-MISSILE DEFENSE AGENCY,1020,712,39,194,0,18,18,0,0,2001,20,4,2,0,0,0,0,0,26,1,2028
DD29-DEFENSE TECHNOLOGY SECURITY ADMINISTRATION,123,9,1,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,133
DD34-DEFENSE COMMISSARY AGENCY,9104,3300,62,20,0,109,5,0,0,12600,197,556,2201,0,0,26,0,0,2980,0,15580
DD35-DEFENSE FINANCE AND ACCOUNTING SERVICE,8463,3499,66,562,0,59,25,0,0,12674,142,26,36,0,0,0,0,0,204,0,12878
DD48-DEFENSE HUMAN RESOURCES ACTIVITY,847,190,5,72,1,12,14,0,0,1141,22,0,1,0,0,20,1,0,44,0,1185
DD58-DEFENSE PRISONER OF WAR/MISSING PERSONNEL OFFICE,40,6,19,0,0,5,1,0,0,71,1,0,0,0,0,0,0,0,1,0,72
DD60-TRICARE MANAGEMENT ACTIVITY,872,285,136,50,0,16,9,0,0,1368,16,178,29,0,6,18,1,0,248,0,1616
DD61-DEFENSE THREAT REDUCTION AGENCY,961,193,61,39,0,32,11,1,0,1298,3,3,14,0,0,5,0,0,25,0,1323
DD63-DEFENSE CONTRACT MANAGEMENT AGENCY,8363,1342,94,540,0,59,7,0,0,10405,96,4,11,0,0,6,0,0,117,3,10525
DD65-PENTAGON FORCE PROTECTION AGENCY,839,360,1,0,0,5,3,0,0,1208,0,1,1,0,0,0,0,0,2,0,1210
DD68-DEPARTMENT OF DEFENSE TEST RESOURCE MANAGEMENT CENTER,22,4,0,0,0,0,2,0,0,28,0,0,0,0,0,0,0,0,0,0,28
DD69-NATIONAL DEFENSE UNIVERSITY,216,67,1,3,0,7,0,0,0,294,14,5,39,0,1,285,0,0,344,0,638
DD74-DEFENSE TECHNICAL INFORMATION CENTER,239,27,1,0,0,0,1,0,0,268,0,0,0,0,0,0,0,0,0,0,268
DD77-BUSINESS TRANSFORMATION AGENCY,194,66,3,1,0,0,2,0,0,266,1,74,5,0,0,24,3,0,107,0,373
DD80-DEFENSE MEDIA ACTIVITY,434,114,3,0,0,3,1,0,0,555,3,2,0,0,0,0,0,0,5,0,560
DD81-DEFENSE ACQUISITION UNIVERSITY,136,12,2,31,0,10,1,0,0,192,2,0,13,0,1,431,0,0,447,0,639
DF00-OFFICE OF THE FEDERAL COORDINATOR FOR ALASKA NATURAL GAS TRANSPORTATION PROJECTS,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,9,0,0,10,0,11
DG00-NORTHERN BORDER REGIONAL COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
DJ**-UNSPECIFIED,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"DJ01-OFFICES, BOARDS AND DIVISIONS",2458,503,2794,221,0,321,188,42,0,6527,226,423,291,66,16,33,7,0,1062,0,7589
DJ02-FEDERAL BUREAU OF INVESTIGATION,1,0,57,4,0,34552,251,0,1,34866,0,0,30,0,1,39,4,0,74,4,34944
DJ03-BUREAU OF PRISONS/FEDERAL PRISON SYSTEM,30711,6027,277,8,0,330,80,1,0,37434,20,50,76,0,0,0,0,0,146,0,37580
DJ06-DRUG ENFORCEMENT ADMINISTRATION,7690,716,515,718,0,70,62,0,0,9771,2,12,151,0,0,0,0,0,165,3,9939
DJ07-OFFICE OF JUSTICE PROGRAMS,489,117,35,4,0,3,15,4,0,667,7,1,10,5,3,0,0,0,26,0,693
DJ08-U.S. MARSHALS SERVICE,4211,377,15,708,0,116,15,0,0,5442,3,3,12,1,49,29,1,0,98,0,5540
DJ09-EXECUTIVE OFFICE FOR U.S. ATTORNEYS AND THE OFFICES OF THE U.S. ATTORNEYS,4478,844,52,337,0,5251,10,0,0,10972,99,9,542,1,75,486,0,0,1212,0,12184
DJ10-OFFICE OF THE INSPECTOR GENERAL,337,47,12,31,0,2,8,0,0,437,1,4,26,0,1,0,0,0,32,0,469
DJ11-U.S. TRUSTEE PROGRAM,153,5,281,685,0,121,3,0,0,1248,0,23,4,0,0,4,0,0,31,0,1279
DJ12-EXECUTIVE OFFICE FOR IMMIGRATION REVIEW,687,116,396,1,0,18,7,0,0,1225,0,135,126,0,0,0,0,0,261,0,1486
DJ14-COMMUNITY RELATIONS SERVICE,27,13,0,0,0,3,0,0,0,43,0,0,0,1,1,0,0,0,2,0,45
"DJ15-BUREAU OF ALCOHOL, TOBACCO, FIREARMS, AND EXPLOSIVES",4345,226,34,125,0,82,44,1,0,4857,0,6,289,0,0,0,0,0,295,0,5152
DLAA-OFFICE OF THE SECRETARY OF LABOR,152,10,14,0,0,64,0,5,0,245,3,29,6,24,2,3,1,0,68,0,313
DLAM-OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,563,78,14,18,0,16,11,1,0,701,2,4,20,0,1,0,0,0,27,0,728
DLBL-BUREAU OF INTERNATIONAL LABOR AFFAIRS,65,18,4,1,0,0,2,2,0,92,0,1,4,3,0,0,0,0,8,0,100
DLCA-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,4,0,0,0,0,1,0,2,0,7,0,0,0,18,1,0,0,0,19,0,26
DLCF-OFFICE OF THE CHIEF FINANCIAL OFFICER,76,6,0,2,0,0,1,0,0,85,1,0,0,0,1,0,0,0,2,0,87
DLEH-OFFICE OF DISABILITY EMPLOYMENT POLICY,29,3,9,1,0,1,1,0,0,44,3,3,1,1,1,0,0,0,9,1,54
DLES-EMPLOYMENT STANDARDS ADMINISTRATION,3115,624,30,337,0,68,21,4,0,4199,125,11,61,1,0,0,1,0,199,2,4400
DLET-EMPLOYMENT AND TRAINING ADMINISTRATION,842,194,1,5,0,15,12,1,0,1070,118,50,20,1,1,1,0,0,191,4,1265
DLIG-OFFICE OF THE INSPECTOR GENERAL,337,46,5,8,0,13,8,0,0,417,0,0,0,0,0,0,0,0,0,0,417
DLLS-BUREAU OF LABOR STATISTICS,1966,308,0,214,0,8,20,0,0,2516,2,0,2,0,1,0,0,0,5,0,2521
DLMS-MINE SAFETY AND HEALTH ADMINISTRATION,1755,367,1,179,0,30,6,0,0,2338,0,0,6,2,1,1,1,0,11,2,2351
DLPA-OFFICE OF PUBLIC AFFAIRS,40,7,0,1,0,0,1,2,0,51,0,0,0,10,0,0,0,0,10,0,61
DLPE-OFFICE OF THE ASSISTANT SECRETARY FOR POLICY,17,1,0,0,0,0,3,2,0,23,0,0,0,7,1,0,0,0,8,0,31
DLPW-EMPLOYEE BENEFITS SECURITY ADMINISTRATION,661,129,2,118,0,7,14,1,0,932,2,6,24,1,1,14,0,0,48,0,980
DLSH-OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION,1727,432,12,57,0,21,9,1,0,2259,4,1,17,2,1,0,0,0,25,7,2291
DLSL-OFFICE OF THE SOLICITOR,151,14,252,0,0,213,16,1,0,647,14,61,1,1,1,3,0,0,81,1,729
DLVE-VETERANS EMPLOYMENT AND TRAINING SERVICES,166,39,0,1,0,15,3,1,0,225,6,1,0,1,1,0,0,0,9,0,234
DLWB-WOMEN'S BUREAU,41,3,1,2,0,0,0,1,0,48,0,0,0,3,1,0,0,0,4,0,52
DN00-DEPARTMENT OF ENERGY,11479,2389,477,474,1,670,423,23,0,15936,120,40,119,76,19,307,8,0,689,0,16625
DQ00-DENALI COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,19
EB00-EXPORT-IMPORT BANK OF THE UNITED STATES,287,42,23,0,0,0,0,0,0,352,10,3,2,10,3,1,0,0,29,0,381
EC00-OFFICE OF ADMINISTRATION,129,23,52,2,1,0,0,0,0,207,1,3,4,0,0,5,0,0,13,0,220
EDEA-IMMEDIATE OFFICE OF THE SECRETARY OF EDUCATION,74,4,7,0,0,1,5,4,0,95,0,4,5,37,1,2,0,0,49,0,144
EDEB-OFFICE OF THE DUTY SECRETARY OF EDUCATION,2,0,1,1,0,0,2,0,0,6,0,1,1,7,1,0,0,0,10,0,16
EDEC-OFFICE FOR CIVIL RIGHTS,275,12,302,9,0,8,2,2,0,610,1,5,17,5,1,2,0,0,31,0,641
"EDED-OFFICE OF PLANNING, EVALUATION AND POLICY DEVELOPMENT",94,6,6,8,0,0,7,1,0,122,1,1,4,9,1,0,0,0,16,0,138
EDEE-OFFICE OF THE UNDER SECRETARY,0,0,0,0,0,0,0,1,0,1,0,0,0,8,1,2,0,0,11,0,12
EDEF-OFFICE OF INSPECTOR GENERAL,246,29,4,21,0,0,7,0,0,307,8,7,7,0,1,0,0,0,23,0,330
EDEG-OFFICE OF THE GENERAL COUNSEL,22,0,62,0,0,12,6,1,0,103,0,1,1,4,1,0,0,0,7,0,110
EDEH-OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,176,37,32,5,0,10,2,2,0,264,0,0,2,1,2,4,0,0,9,0,273
EDEI-OFFICE OF THE CHIEF INFORMATION OFFICER,105,14,0,2,0,1,3,0,0,125,0,0,5,0,0,0,0,0,5,0,130
EDEJ-OFFICE OF LEGISLATION AND CONGRESSIONAL AFFAIRS,10,0,1,0,0,0,0,0,0,11,0,1,1,6,1,0,0,0,9,0,20
EDEL-OFFICE OF THE CHIEF FINANCIAL OFFICER,152,22,2,6,0,1,2,0,0,185,0,0,11,0,0,0,0,0,11,0,196
EDEM-OFFICE OF MANAGEMENT,148,17,7,6,0,3,3,1,0,185,0,0,6,0,0,0,0,0,6,0,191
EDEN-FEDERAL STUDENT AID,781,170,1,38,0,148,9,0,0,1147,0,0,25,0,0,3,0,0,28,0,1175
EDEO-OFFICE OF COMMUNICATIONS AND OUTREACH,75,9,1,2,0,2,1,0,0,90,0,0,3,14,1,0,0,0,18,0,108
EDEP-OFFICE OF POSTSECONDARY EDUCATION,162,18,1,17,0,1,4,0,0,203,1,0,4,2,2,32,0,0,41,0,244
EDEQ-OFFICE OF SAFE AND DRUG-FREE SCHOOLS,34,5,1,0,0,0,1,0,0,41,0,0,0,3,0,8,0,0,11,0,52
EDER-INSTITUTE OF EDUCATION SCIENCES,116,31,0,0,0,0,3,0,0,150,0,0,4,0,1,48,0,0,53,0,203
EDES-OFFICE OF ELEMENTARY AND SECONDARY EDUCATION,168,32,7,22,0,0,3,1,0,233,0,0,0,9,1,20,0,0,30,0,263
EDET-OFFICE OF ENGLISH LANGUAGE ACQUISITION,18,1,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,20
EDEU-OFFICE OF INNOVATION AND IMPROVEMENT,61,11,3,7,0,0,1,1,0,84,0,0,4,6,0,15,0,0,25,0,109
EDEV-OFFICE OF VOCATIONAL AND ADULT EDUCATION,66,9,1,0,0,0,2,1,0,79,0,1,0,5,1,3,0,0,10,0,89
EDEX-NATIONAL INSTITUTE FOR LITERACY,3,0,0,0,0,9,0,0,0,12,0,0,0,0,0,1,0,0,1,0,13
EDEY-ADVISORY COUNCILS AND COMMITTEES,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,19,0,0,19,0,22
EDEZ-NATIONAL ASSESSMENT GOVERNING BOARD,5,1,0,0,0,0,0,0,0,6,0,0,0,0,0,31,0,0,31,0,37
EE00-EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,1368,571,536,0,0,4,23,3,0,2505,2,9,18,1,6,0,2,0,38,0,2543
EO00-MORRIS K. UDALL AND STEWART L. UDALL FOUNDATION,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,53,0,0,59,0,63
EP00-ENVIRONMENTAL PROTECTION AGENCY,13727,1234,1083,733,0,151,247,27,0,17202,72,132,264,25,14,1026,5,0,1538,2,18742
EQ00-COUNCIL ON ENVIRONMENTAL QUALITY/OFFICE OF ENVIRONMENTAL QUALITY,2,0,1,0,0,0,0,0,0,3,0,0,1,6,2,11,0,0,20,0,23
EW00-TRADE AND DEVELOPMENT AGENCY,24,7,4,0,0,0,2,0,0,37,0,1,0,0,0,4,0,0,5,0,42
FC00-FEDERAL COMMUNICATIONS COMMISSION,1120,72,502,0,0,12,31,5,0,1742,15,16,21,3,5,29,1,0,90,0,1832
FD00-FEDERAL DEPOSIT INSURANCE CORPORATION,4032,510,270,441,0,27,0,0,0,5280,1519,1203,133,3,4,7,0,0,2869,0,8149
FI00-FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL,6,3,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
FJ00-CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,22,3,1,7,0,3,1,0,0,37,0,0,0,0,5,0,0,0,5,0,42
FK00-FARM CREDIT SYSTEM INSURANCE CORPORATION,8,1,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
FL00-FARM CREDIT ADMINISTRATION,207,31,15,28,0,0,0,0,0,281,0,0,0,3,3,0,0,0,6,0,287
FM00-FEDERAL MEDIATION AND CONCILIATION SERVICE,58,2,3,0,0,177,3,0,0,243,0,0,0,0,1,0,0,0,1,0,244
FQ01-OFFICE OF THE DIRECTOR,606,239,5,0,0,1,7,0,0,858,8,0,10,0,0,0,0,0,18,0,876
FQ02-PRETRIAL SERVICES AGENCY,302,70,1,0,0,0,2,0,0,375,1,0,0,0,0,0,0,0,1,0,376
FT00-FEDERAL TRADE COMMISSION,369,73,592,20,0,2,29,7,0,1092,62,6,15,2,5,6,1,0,97,0,1189
FW00-OFFICE OF SPECIAL COUNSEL,41,1,49,0,0,3,2,0,0,96,0,5,9,0,0,0,0,0,14,0,110
GB00-OVERSEAS PRIVATE INVESTMENT CORPORATION,127,39,18,0,0,5,0,0,0,189,0,0,2,0,13,6,0,0,21,0,210
GE00-BARRY GOLDWATER SCHOLARSHIP AND EXCELLENCE IN EDUCATION FOUNDATION,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,4,0,0,5,0,7
GG00-OFFICE OF GOVERNMENT ETHICS,44,11,12,0,0,0,5,0,0,72,0,2,1,1,1,0,0,0,5,0,77
GJ00-PRESIDIO TRUST,0,0,0,0,0,306,0,0,0,306,0,0,0,0,0,40,0,0,40,0,346
GM00-VALLES CALDERA TRUST,0,0,0,0,0,18,0,0,0,18,0,0,0,0,0,41,0,0,41,0,59
GO00-VIETNAM EDUCATION FOUNDATION,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,5,0,10
GQ00-ELECTION ASSISTANCE COMMISSION,0,0,0,0,0,3,0,0,0,3,0,0,0,0,2,54,0,0,56,0,59
GS01-IMMEDIATE OFFICE OF THE ADMINISTRATOR,11,3,0,0,0,0,3,3,0,20,0,3,0,3,1,0,0,0,7,0,27
GS03-PUBLIC BUILDINGS SERVICE,5346,926,34,493,0,18,22,2,0,6841,62,36,41,0,0,1,1,0,141,0,6982
GS04-OFFICE OF CIVIL RIGHTS,9,1,1,1,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,13
GS10-OFFICE OF SMALL BUSINESS UTILIZATION,8,1,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,2,0,11
GS11-OFFICE OF THE CHIEF FINANCIAL OFFICER,424,60,1,39,0,0,4,0,0,528,0,0,1,0,0,0,0,0,1,0,529
GS12-OFFICE OF GENERAL COUNSEL,21,0,105,1,0,6,6,1,0,140,0,3,0,0,0,0,0,0,3,0,143
GS13-GSA BOARD OF CONTRACT APPEALS,17,1,18,0,0,1,0,0,0,37,0,0,0,0,0,0,0,0,0,0,37
GS14-OFFICE OF THE CHIEF HUMAN CAPITAL OFFICER,211,3,1,11,0,1,4,0,0,231,1,3,4,0,0,0,0,0,8,0,239
GS15-OFFICE OF INSPECTOR GENERAL,227,27,6,33,0,6,7,0,0,306,9,0,2,0,1,0,0,0,12,0,318
GS16-OFFICE OF THE CHIEF ACQUISITION OFFICER,5,4,1,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,2,0,12
GS19-OFFICE OF CITIZEN SERVICES AND INNOVATIVE TECHNOLOGIES,104,9,0,8,0,0,3,1,0,125,0,5,1,0,0,0,0,0,6,0,131
GS20-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,6,1,0,0,0,0,0,1,0,8,0,0,1,1,0,0,0,0,2,0,10
GS22-OFFICES OF THE REGIONAL ADMINISTRATORS,22,2,0,0,0,29,0,1,0,54,0,0,0,14,0,2,0,0,16,0,70
GS26-OFFICE OF GOVERNMENTWIDE POLICY,189,13,3,1,0,0,7,0,0,213,2,7,0,2,0,0,0,0,11,0,224
GS28-OFFICE OF THE CHIEF INFORMATION OFFICER,195,13,0,0,0,0,5,0,0,213,0,3,3,0,0,0,0,0,6,0,219
GS30-FEDERAL ACQUISITION SERVICE,3258,295,9,272,0,14,25,0,0,3873,16,6,6,0,0,0,0,0,28,0,3901
GS31-OFFICE OF EMERGENCY RESPONSE AND RECOVERY,12,12,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,25
GS32-OFFICE OF COMMUNICATIONS AND MARKETING,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2
GW00-INTERNATIONAL BOUNDARY AND WATER COMMISSION:  UNITED STATES AND MEXICO,171,57,2,2,0,1,0,0,0,233,30,0,5,0,1,1,0,0,37,0,270
GX00-INTERNATIONAL BOUNDARY COMMISSION:  UNITED STATES AND CANADA,2,3,0,0,0,0,0,0,0,5,1,19,0,0,0,0,0,0,20,0,25
GY00-INTERNATIONAL JOINT COMMISSION:  UNITED STATES AND CANADA,5,5,1,0,0,1,0,0,0,12,3,0,0,0,3,1,0,0,7,0,19
HB00-COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,17,4,3,0,0,0,1,0,0,25,0,0,0,0,2,2,0,0,4,0,29
HD00-U.S. HOLOCAUST MEMORIAL MUSEUM,157,26,2,0,0,2,0,0,0,187,0,0,0,0,0,0,0,0,0,0,187
HE10-OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,2894,742,512,330,0,37,95,44,0,4654,34,161,101,54,8,10353,4,0,10715,1,15370
HE11-PROGRAM SUPPORT CENTER,591,112,4,38,0,4,7,0,0,756,3,12,22,0,0,10,0,0,47,0,803
HE12-ADMINISTRATION ON AGING,73,20,0,1,0,0,2,1,0,97,0,2,0,1,1,0,0,0,4,0,101
HE31-OFFICE OF THE ASSISTANT SECRETARY FOR HEALTH,8,6,0,2,0,0,1,0,0,17,0,0,0,0,0,1,0,0,1,0,18
HE32-SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,369,85,1,8,0,0,10,0,0,473,1,0,1,1,1,62,0,0,66,0,539
HE33-AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,203,69,0,0,0,3,5,0,0,280,7,2,0,0,0,45,0,0,54,0,334
HE34-HEALTH RESOURCES AND SERVICES ADMINISTRATION,1023,318,3,52,0,6,26,1,0,1429,20,32,69,1,0,156,0,0,278,0,1707
HE35-AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY,154,18,3,6,0,0,0,0,0,181,0,0,0,0,0,1,0,0,1,0,182
HE36-FOOD AND DRUG ADMINISTRATION,7423,2452,86,880,0,58,55,4,0,10958,93,76,412,1,1,3283,0,0,3866,0,14824
HE37-INDIAN HEALTH SERVICE,8889,1344,2966,1,0,79,19,1,0,13299,105,416,4,0,1,35,0,0,561,2,13862
HE38-NATIONAL INSTITUTES OF HEALTH,10633,2364,72,95,0,140,55,0,0,13359,86,46,155,0,2,5787,0,0,6076,0,19435
HE39-CENTERS FOR DISEASE CONTROL AND PREVENTION,6372,1552,69,149,0,91,30,1,0,8264,128,8,69,0,0,1269,0,0,1474,0,9738
HE70-CENTERS FOR MEDICARE & MEDICAID SERVICES,3614,940,29,105,0,15,66,8,0,4777,2,2,13,4,1,87,0,0,109,1,4887
HE90-ADMINISTRATION FOR CHILDREN AND FAMILIES,922,290,25,103,0,4,9,8,0,1361,2,6,17,5,2,9,0,0,41,0,1402
HF00-FEDERAL HOUSING FINANCE AGENCY,350,57,1,1,0,28,0,0,0,437,7,2,4,0,0,3,0,0,16,0,453
HP00-ADVISORY COUNCIL ON HISTORIC PRESERVATION,0,0,0,0,0,34,1,0,0,35,0,0,0,0,7,11,0,0,18,0,53
HSAA-DHS HEADQUARTERS,1315,950,119,222,0,27,80,27,0,2740,13,9,63,61,8,11,10,0,175,0,2915
HSAB-BUREAU OF CITIZENSHIP AND IMMIGRATION SERVICES,7549,1823,159,448,0,100,40,4,0,10123,12,2,56,3,1,114,0,0,188,0,10311
HSAC-U.S. COAST GUARD,5956,1515,97,66,0,203,16,0,1,7854,244,10,112,0,0,65,0,0,431,0,8285
HSAD-U.S. SECRET SERVICE,5327,252,6,1,0,20,49,0,0,5655,9,21,1221,0,0,6,1,0,1258,0,6913
HSAE-OFFICE OF THE INSPECTOR GENERAL,491,54,11,57,0,4,11,0,0,628,1,4,36,0,1,40,0,0,82,0,710
HSBB-BUREAU OF IMMIGRATION AND CUSTOMS ENFORCEMENT,14421,2025,917,1919,0,180,53,2,0,19517,147,8,203,3,1,9,0,0,371,0,19888
HSBC-TRANSPORTATION SECURITY ADMINISTRATION,0,0,0,0,0,60138,0,0,0,60138,0,0,0,0,2,433,0,0,435,0,60573
HSBD-BUREAU OF CUSTOMS AND BORDER PROTECTION,40909,8273,357,7831,0,240,93,4,0,57707,202,21,170,5,1,20,0,0,419,0,58126
HSBE-FEDERAL LAW ENFORCEMENT TRAINING CENTER,877,144,18,10,0,18,9,0,0,1076,48,50,4,0,0,28,0,0,130,0,1206
HSCB-FEDERAL EMERGENCY MANAGEMENT AGENCY,2442,1662,240,20,0,43,46,17,0,4470,96,69,100,11,4,12292,3,0,12575,0,17045
HSDA-DOMESTIC NUCLEAR DETECTION OFFICE,1632,667,25,42,0,112,28,6,0,2512,8,1,16,5,1,5,1,0,37,0,2549
HSFA-OFFICE OF THE UNDER SECRETARY FOR SCIENCE AND TECHNOLOGY,275,118,1,17,0,4,13,0,0,428,3,0,17,1,1,12,0,0,34,0,462
HT00-HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,3,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,4
HU**-UNSPECIFIED,10,3,6,1,0,0,0,2,0,22,0,4,3,2,0,11,0,0,20,0,42
HU01-OFFICE OF THE SENIOR COORDINATOR FOR NEW ENGLAND,193,14,23,2,0,1,0,0,0,233,0,2,3,1,0,0,0,0,6,0,239
HU02-OFFICE OF THE SENIOR COORDINATOR FOR NEW YORK/NEW JERSEY,335,22,31,1,0,3,0,1,0,393,1,2,11,0,0,0,0,0,14,0,407
HU03-OFFICE OF THE SENIOR COORDINATOR FOR MID-ATLANTIC,511,86,24,3,0,0,0,0,0,624,0,2,12,0,0,0,0,0,14,0,638
HU04-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHEAST/CARIBBEAN,804,123,44,6,0,8,1,1,0,987,1,0,25,0,0,0,0,0,26,0,1013
HU05-OFFICE OF THE SENIOR COORDINATOR FOR MIDWEST,538,62,43,1,0,2,1,0,0,647,0,1,11,0,0,0,0,0,12,0,659
HU06-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHWEST,483,37,31,5,0,4,2,0,0,562,2,1,12,0,0,0,0,0,15,0,577
HU07-OFFICE OF THE SENIOR COORDINATOR FOR GREAT PLAINS,161,18,14,0,0,4,0,0,0,197,0,0,8,0,0,0,0,0,8,0,205
HU08-OFFICE OF THE SENIOR COORDINATOR FOR ROCKY MOUNTAINS,251,63,20,1,0,6,0,0,0,341,2,1,13,1,0,0,0,0,17,0,358
HU09-OFFICE OF THE SENIOR COORDINATOR FOR PACIFIC/HAWAII,484,86,33,2,0,1,0,1,0,607,4,3,14,0,0,0,0,0,21,0,628
HU10-OFFICE OF THE SENIOR COORDINATOR FOR NORTHWEST/ALASKA,165,30,15,1,0,0,0,0,0,211,2,0,5,1,0,0,0,0,8,0,219
HUAA-OFFICE OF THE SECRETARY OF HOUSING AND URBAN DEVELOPMENT,13,2,1,1,0,0,3,8,0,28,0,3,5,10,2,1,0,0,21,0,49
HUBB-OFFICE OF THE CHIEF HUMAN CAPITAL OFFICER,451,41,22,46,0,5,6,0,0,571,4,1,67,5,0,2,0,0,79,0,650
